id,name,Ryan Cushman,Terri DeBoer,Write-in
813400002036,"Grand Rapids City, Ward 2, Precinct 36",51,131,0
813400002037,"Grand Rapids City, Ward 2, Precinct 37",24,114,0
813400002038,"Grand Rapids City, Ward 2, Precinct 38",35,103,0
813400002039,"Grand Rapids City, Ward 2, Precinct 39",16,72,0
813400002040,"Grand Rapids City, Ward 2, Precinct 40",16,22,0
813400003041,"Grand Rapids City, Ward 3, Precinct 41",12,28,0
813400003042,"Grand Rapids City, Ward 3, Precinct 42",42,209,0
813400003043,"Grand Rapids City, Ward 3, Precinct 43",30,120,0
813400003044,"Grand Rapids City, Ward 3, Precinct 44",24,98,1
813400003045,"Grand Rapids City, Ward 3, Precinct 45",34,77,0
813400003046,"Grand Rapids City, Ward 3, Precinct 46",33,135,0
813400003047,"Grand Rapids City, Ward 3, Precinct 47",5,15,0
813400003048,"Grand Rapids City, Ward 3, Precinct 48",7,44,0
813400003049,"Grand Rapids City, Ward 3, Precinct 49",4,5,0
813400003050,"Grand Rapids City, Ward 3, Precinct 50",9,18,0
813400003051,"Grand Rapids City, Ward 3, Precinct 51",10,37,0
813400003052,"Grand Rapids City, Ward 3, Precinct 52",1,3,0
813400003053,"Grand Rapids City, Ward 3, Precinct 53",3,5,0
813400003054,"Grand Rapids City, Ward 3, Precinct 54",2,21,0
813400003055,"Grand Rapids City, Ward 3, Precinct 55",0,22,0
813400003056,"Grand Rapids City, Ward 3, Precinct 56",20,73,0
813400003057,"Grand Rapids City, Ward 3, Precinct 57",6,19,0
813400003058,"Grand Rapids City, Ward 3, Precinct 58",0,1,0
813400003059,"Grand Rapids City, Ward 3, Precinct 59",22,96,0
813416000001,"Grandville City, Precinct 1",40,86,0
813416000002,"Grandville City, Precinct 2",13,81,0
813416000003,"Grandville City, Precinct 3",45,129,0
813416000004,"Grandville City, Precinct 4",52,177,0
813416000005,"Grandville City, Precinct 5",45,171,0
813416000006,"Grandville City, Precinct 6",28,135,0
814282001001,"Kentwood City, Ward 1, Precinct 1",25,70,0
814282001002,"Kentwood City, Ward 1, Precinct 2",23,110,0
814282001003,"Kentwood City, Ward 1, Precinct 3",9,60,0
814282001004,"Kentwood City, Ward 1, Precinct 4",9,19,0
814282001005,"Kentwood City, Ward 1, Precinct 5",21,38,0
814282001006,"Kentwood City, Ward 1, Precinct 6",29,121,0
814282001007,"Kentwood City, Ward 1, Precinct 7",12,35,0
814282001008,"Kentwood City, Ward 1, Precinct 8",28,102,0
814282001009,"Kentwood City, Ward 1, Precinct 9",25,55,1
814282001017,"Kentwood City, Ward 1, Precinct 17",22,59,0
814282002010,"Kentwood City, Ward 2, Precinct 10",17,57,0
814282002011,"Kentwood City, Ward 2, Precinct 11",21,122,0
814282002012,"Kentwood City, Ward 2, Precinct 12",11,53,0
814282002013,"Kentwood City, Ward 2, Precinct 13",54,264,0
814282002014,"Kentwood City, Ward 2, Precinct 14",26,73,0
814282002015,"Kentwood City, Ward 2, Precinct 15",7,42,0
814282002016,"Kentwood City, Ward 2, Precinct 16",48,121,0
816466000001,"Plainfield Charter Township, Precinct 1",54,188,0
816466000002,"Plainfield Charter Township, Precinct 2",49,135,0
816466000003,"Plainfield Charter Township, Precinct 3",62,216,1
816466000004,"Plainfield Charter Township, Precinct 4",36,136,0
816466000006,"Plainfield Charter Township, Precinct 6",53,247,0
816466000007,"Plainfield Charter Township, Precinct 7",103,298,0
816466000008,"Plainfield Charter Township, Precinct 8",36,211,1
816466000009,"Plainfield Charter Township, Precinct 9",47,200,0
816466000010,"Plainfield Charter Township, Precinct 10",48,185,0
816466000011,"Plainfield Charter Township, Precinct 11",59,181,0
816908000001,"Rockford City, Precinct 1",17,120,0
816908000002,"Rockford City, Precinct 2",51,174,0
818296001001,"Walker City, Ward 1, Precinct 1",40,81,0
818296001002,"Walker City, Ward 1, Precinct 2",50,188,0
818296002003,"Walker City, Ward 2, Precinct 3",53,260,0
818296002004,"Walker City, Ward 2, Precinct 4",71,261,0
818296003005,"Walker City, Ward 3, Precinct 5",44,158,0
818296003006,"Walker City, Ward 3, Precinct 6",78,198,0
818894001001,"Wyoming City, Ward 1, Precinct 1",26,64,0
818894001002,"Wyoming City, Ward 1, Precinct 2",22,49,0
818894001003,"Wyoming City, Ward 1, Precinct 3",50,171,1
818894001004,"Wyoming City, Ward 1, Precinct 4",27,79,0
818894001005,"Wyoming City, Ward 1, Precinct 5",28,91,1
818894001006,"Wyoming City, Ward 1, Precinct 6",27,58,1
818894002007,"Wyoming City, Ward 2, Precinct 7",39,91,0
818894002008,"Wyoming City, Ward 2, Precinct 8",17,53,1
818894002009,"Wyoming City, Ward 2, Precinct 9",13,29,0
818894002010,"Wyoming City, Ward 2, Precinct 10",23,80,0
818894002011,"Wyoming City, Ward 2, Precinct 11",16,69,1
818894002012,"Wyoming City, Ward 2, Precinct 12",14,56,0
818894003013,"Wyoming City, Ward 3, Precinct 13",28,134,0
818894003014,"Wyoming City, Ward 3, Precinct 14",17,67,0
818894003015,"Wyoming City, Ward 3, Precinct 15",36,137,0
818894003016,"Wyoming City, Ward 3, Precinct 16",43,165,1
818894003017,"Wyoming City, Ward 3, Precinct 17",52,185,0
818894003018,"Wyoming City, Ward 3, Precinct 18",38,176,0
