id,name,Hillary Scholten,Write-in
813400002024,"Grand Rapids City, Ward 2, Precinct 24",245,1
813400002025,"Grand Rapids City, Ward 2, Precinct 25",248,2
813400002026,"Grand Rapids City, Ward 2, Precinct 26",190,2
813400002027,"Grand Rapids City, Ward 2, Precinct 27",184,1
813400002028,"Grand Rapids City, Ward 2, Precinct 28",380,4
813400002029,"Grand Rapids City, Ward 2, Precinct 29",328,1
813400002030,"Grand Rapids City, Ward 2, Precinct 30",326,2
813400002031,"Grand Rapids City, Ward 2, Precinct 31",190,2
813400002032,"Grand Rapids City, Ward 2, Precinct 32",394,4
813400002033,"Grand Rapids City, Ward 2, Precinct 33",233,2
813400002034,"Grand Rapids City, Ward 2, Precinct 34",317,1
813400002035,"Grand Rapids City, Ward 2, Precinct 35",308,6
813400002036,"Grand Rapids City, Ward 2, Precinct 36",514,0
813400002037,"Grand Rapids City, Ward 2, Precinct 37",320,0
813400002038,"Grand Rapids City, Ward 2, Precinct 38",289,1
813400002039,"Grand Rapids City, Ward 2, Precinct 39",343,6
813400002040,"Grand Rapids City, Ward 2, Precinct 40",265,3
813400003041,"Grand Rapids City, Ward 3, Precinct 41",150,0
813400003042,"Grand Rapids City, Ward 3, Precinct 42",387,0
813400003043,"Grand Rapids City, Ward 3, Precinct 43",374,3
813400003044,"Grand Rapids City, Ward 3, Precinct 44",420,4
813400003045,"Grand Rapids City, Ward 3, Precinct 45",321,0
813400003046,"Grand Rapids City, Ward 3, Precinct 46",412,0
813400003047,"Grand Rapids City, Ward 3, Precinct 47",283,2
813400003048,"Grand Rapids City, Ward 3, Precinct 48",223,5
813400003049,"Grand Rapids City, Ward 3, Precinct 49",181,0
813400003050,"Grand Rapids City, Ward 3, Precinct 50",147,0
813400003051,"Grand Rapids City, Ward 3, Precinct 51",175,0
813400003052,"Grand Rapids City, Ward 3, Precinct 52",186,0
813400003053,"Grand Rapids City, Ward 3, Precinct 53",224,6
813400003054,"Grand Rapids City, Ward 3, Precinct 54",227,1
813400003055,"Grand Rapids City, Ward 3, Precinct 55",223,5
813400003056,"Grand Rapids City, Ward 3, Precinct 56",439,3
813400003057,"Grand Rapids City, Ward 3, Precinct 57",255,3
813400003058,"Grand Rapids City, Ward 3, Precinct 58",96,1
813400003059,"Grand Rapids City, Ward 3, Precinct 59",533,5
813416000001,"Grandville City, Precinct 1",182,0
813416000002,"Grandville City, Precinct 2",169,3
813416000003,"Grandville City, Precinct 3",201,1
813416000004,"Grandville City, Precinct 4",251,0
813416000005,"Grandville City, Precinct 5",215,0
813416000006,"Grandville City, Precinct 6",185,0
814282001001,"Kentwood City, Ward 1, Precinct 1",202,0
814282001002,"Kentwood City, Ward 1, Precinct 2",304,0
814282001003,"Kentwood City, Ward 1, Precinct 3",179,0
814282001004,"Kentwood City, Ward 1, Precinct 4",79,0
814282001005,"Kentwood City, Ward 1, Precinct 5",84,1
814282001006,"Kentwood City, Ward 1, Precinct 6",169,0
814282001007,"Kentwood City, Ward 1, Precinct 7",161,0
814282001008,"Kentwood City, Ward 1, Precinct 8",260,0
814282001009,"Kentwood City, Ward 1, Precinct 9",184,0
814282001017,"Kentwood City, Ward 1, Precinct 17",276,0
814282002010,"Kentwood City, Ward 2, Precinct 10",166,0
814282002011,"Kentwood City, Ward 2, Precinct 11",378,0
814282002012,"Kentwood City, Ward 2, Precinct 12",199,0
814282002013,"Kentwood City, Ward 2, Precinct 13",347,0
814282002014,"Kentwood City, Ward 2, Precinct 14",319,1
814282002015,"Kentwood City, Ward 2, Precinct 15",231,0
814282002016,"Kentwood City, Ward 2, Precinct 16",460,0
816466000001,"Plainfield Charter Township, Precinct 1",380,0
816466000002,"Plainfield Charter Township, Precinct 2",277,0
816466000003,"Plainfield Charter Township, Precinct 3",486,3
816466000004,"Plainfield Charter Township, Precinct 4",329,1
816466000006,"Plainfield Charter Township, Precinct 6",378,2
816466000007,"Plainfield Charter Township, Precinct 7",463,3
816466000008,"Plainfield Charter Township, Precinct 8",456,0
816466000009,"Plainfield Charter Township, Precinct 9",336,0
816466000010,"Plainfield Charter Township, Precinct 10",279,1
816466000011,"Plainfield Charter Township, Precinct 11",303,1
816908000001,"Rockford City, Precinct 1",254,3
816908000002,"Rockford City, Precinct 2",471,1
818296001001,"Walker City, Ward 1, Precinct 1",318,1
818296001002,"Walker City, Ward 1, Precinct 2",309,2
818296002003,"Walker City, Ward 2, Precinct 3",452,1
818296002004,"Walker City, Ward 2, Precinct 4",396,0
818296003005,"Walker City, Ward 3, Precinct 5",376,4
818296003006,"Walker City, Ward 3, Precinct 6",279,2
818894001001,"Wyoming City, Ward 1, Precinct 1",249,1
818894001002,"Wyoming City, Ward 1, Precinct 2",187,2
818894001003,"Wyoming City, Ward 1, Precinct 3",337,2
818894001004,"Wyoming City, Ward 1, Precinct 4",209,2
818894001005,"Wyoming City, Ward 1, Precinct 5",290,3
818894001006,"Wyoming City, Ward 1, Precinct 6",256,3
818894002007,"Wyoming City, Ward 2, Precinct 7",295,1
818894002008,"Wyoming City, Ward 2, Precinct 8",137,1
818894002009,"Wyoming City, Ward 2, Precinct 9",177,1
818894002010,"Wyoming City, Ward 2, Precinct 10",193,1
818894002011,"Wyoming City, Ward 2, Precinct 11",187,3
818894002012,"Wyoming City, Ward 2, Precinct 12",152,1
818894003013,"Wyoming City, Ward 3, Precinct 13",234,0
818894003014,"Wyoming City, Ward 3, Precinct 14",235,1
818894003015,"Wyoming City, Ward 3, Precinct 15",272,4
818894003016,"Wyoming City, Ward 3, Precinct 16",313,0
818894003017,"Wyoming City, Ward 3, Precinct 17",274,1
818894003018,"Wyoming City, Ward 3, Precinct 18",232,0
