id,name,Hillary Scholten,Write-in
813400002036,"Grand Rapids City, Ward 2, Precinct 36",369,13
813400002037,"Grand Rapids City, Ward 2, Precinct 37",233,2
813400002038,"Grand Rapids City, Ward 2, Precinct 38",196,7
813400002039,"Grand Rapids City, Ward 2, Precinct 39",251,1
813400002040,"Grand Rapids City, Ward 2, Precinct 40",379,13
813400003041,"Grand Rapids City, Ward 3, Precinct 41",173,5
813400003042,"Grand Rapids City, Ward 3, Precinct 42",235,4
813400003043,"Grand Rapids City, Ward 3, Precinct 43",310,4
813400003044,"Grand Rapids City, Ward 3, Precinct 44",373,5
813400003045,"Grand Rapids City, Ward 3, Precinct 45",300,4
813400003046,"Grand Rapids City, Ward 3, Precinct 46",276,7
813400003047,"Grand Rapids City, Ward 3, Precinct 47",384,12
813400003048,"Grand Rapids City, Ward 3, Precinct 48",287,13
813400003049,"Grand Rapids City, Ward 3, Precinct 49",299,6
813400003050,"Grand Rapids City, Ward 3, Precinct 50",173,9
813400003051,"Grand Rapids City, Ward 3, Precinct 51",166,2
813400003052,"Grand Rapids City, Ward 3, Precinct 52",229,13
813400003053,"Grand Rapids City, Ward 3, Precinct 53",226,12
813400003054,"Grand Rapids City, Ward 3, Precinct 54",329,1
813400003055,"Grand Rapids City, Ward 3, Precinct 55",243,11
813400003056,"Grand Rapids City, Ward 3, Precinct 56",554,11
813400003057,"Grand Rapids City, Ward 3, Precinct 57",319,3
813400003058,"Grand Rapids City, Ward 3, Precinct 58",176,8
813400003059,"Grand Rapids City, Ward 3, Precinct 59",407,5
813416000001,"Grandville City, Precinct 1",190,3
813416000002,"Grandville City, Precinct 2",147,6
813416000003,"Grandville City, Precinct 3",136,3
813416000004,"Grandville City, Precinct 4",183,3
813416000005,"Grandville City, Precinct 5",194,4
813416000006,"Grandville City, Precinct 6",176,2
814282001001,"Kentwood City, Ward 1, Precinct 1",124,4
814282001002,"Kentwood City, Ward 1, Precinct 2",199,12
814282001003,"Kentwood City, Ward 1, Precinct 3",149,8
814282001004,"Kentwood City, Ward 1, Precinct 4",135,3
814282001005,"Kentwood City, Ward 1, Precinct 5",84,0
814282001006,"Kentwood City, Ward 1, Precinct 6",136,2
814282001007,"Kentwood City, Ward 1, Precinct 7",186,4
814282001008,"Kentwood City, Ward 1, Precinct 8",215,6
814282001009,"Kentwood City, Ward 1, Precinct 9",195,7
814282001017,"Kentwood City, Ward 1, Precinct 17",160,2
814282002010,"Kentwood City, Ward 2, Precinct 10",174,3
814282002011,"Kentwood City, Ward 2, Precinct 11",213,6
814282002012,"Kentwood City, Ward 2, Precinct 12",198,3
814282002013,"Kentwood City, Ward 2, Precinct 13",129,3
814282002014,"Kentwood City, Ward 2, Precinct 14",240,2
814282002015,"Kentwood City, Ward 2, Precinct 15",168,5
814282002016,"Kentwood City, Ward 2, Precinct 16",230,8
816466000001,"Plainfield Charter Township, Precinct 1",160,4
816466000002,"Plainfield Charter Township, Precinct 2",166,2
816466000003,"Plainfield Charter Township, Precinct 3",290,10
816466000004,"Plainfield Charter Township, Precinct 4",177,1
816466000006,"Plainfield Charter Township, Precinct 6",143,4
816466000007,"Plainfield Charter Township, Precinct 7",177,1
816466000008,"Plainfield Charter Township, Precinct 8",205,2
816466000009,"Plainfield Charter Township, Precinct 9",178,8
816466000010,"Plainfield Charter Township, Precinct 10",151,3
816466000011,"Plainfield Charter Township, Precinct 11",182,0
816908000001,"Rockford City, Precinct 1",121,4
816908000002,"Rockford City, Precinct 2",213,5
818296001001,"Walker City, Ward 1, Precinct 1",211,3
818296001002,"Walker City, Ward 1, Precinct 2",221,5
818296002003,"Walker City, Ward 2, Precinct 3",240,5
818296002004,"Walker City, Ward 2, Precinct 4",204,2
818296003005,"Walker City, Ward 3, Precinct 5",253,2
818296003006,"Walker City, Ward 3, Precinct 6",219,5
818894001001,"Wyoming City, Ward 1, Precinct 1",294,8
818894001002,"Wyoming City, Ward 1, Precinct 2",220,2
818894001003,"Wyoming City, Ward 1, Precinct 3",250,4
818894001004,"Wyoming City, Ward 1, Precinct 4",106,4
818894001005,"Wyoming City, Ward 1, Precinct 5",206,3
818894001006,"Wyoming City, Ward 1, Precinct 6",259,6
818894002007,"Wyoming City, Ward 2, Precinct 7",263,12
818894002008,"Wyoming City, Ward 2, Precinct 8",166,5
818894002009,"Wyoming City, Ward 2, Precinct 9",240,11
818894002010,"Wyoming City, Ward 2, Precinct 10",207,12
818894002011,"Wyoming City, Ward 2, Precinct 11",182,7
818894002012,"Wyoming City, Ward 2, Precinct 12",126,1
818894003013,"Wyoming City, Ward 3, Precinct 13",150,8
818894003014,"Wyoming City, Ward 3, Precinct 14",184,5
818894003015,"Wyoming City, Ward 3, Precinct 15",235,4
818894003016,"Wyoming City, Ward 3, Precinct 16",207,2
818894003017,"Wyoming City, Ward 3, Precinct 17",150,1
818894003018,"Wyoming City, Ward 3, Precinct 18",174,3
