id,name,Ryan Cushman,Terri DeBoer,Write-in
818296003006,"Walker City, Ward 3, Precinct 6",3,6,0
818894001001,"Wyoming City, Ward 1, Precinct 1",1,7,0
818894001002,"Wyoming City, Ward 1, Precinct 2",1,2,0
818894001003,"Wyoming City, Ward 1, Precinct 3",3,15,0
818894001004,"Wyoming City, Ward 1, Precinct 4",4,17,0
818894001005,"Wyoming City, Ward 1, Precinct 5",3,14,0
818894001006,"Wyoming City, Ward 1, Precinct 6",3,13,0
818894002007,"Wyoming City, Ward 2, Precinct 7",7,12,0
818894002008,"Wyoming City, Ward 2, Precinct 8",0,1,0
818894002009,"Wyoming City, Ward 2, Precinct 9",1,4,0
818894002010,"Wyoming City, Ward 2, Precinct 10",1,11,0
818894002011,"Wyoming City, Ward 2, Precinct 11",2,6,0
818894002012,"Wyoming City, Ward 2, Precinct 12",0,5,0
818894003013,"Wyoming City, Ward 3, Precinct 13",3,11,0
818894003014,"Wyoming City, Ward 3, Precinct 14",3,0,0
818894003015,"Wyoming City, Ward 3, Precinct 15",0,12,0
818894003016,"Wyoming City, Ward 3, Precinct 16",2,10,0
818894003017,"Wyoming City, Ward 3, Precinct 17",2,15,0
818894003018,"Wyoming City, Ward 3, Precinct 18",1,13,0
