id,name,total,over_votes,under_votes,Write-in,Michael Bouchard,Justin Kirk,Robert Lulgjuraj,Steffan Demetropoulos
998400004014,"Warren, Precinct 14",76,,,2,49,18,3,4
998400004015,"Warren, Precinct 15",86,,,0,63,13,5,5
998400004016,"Warren, Precinct 16",81,,,0,55,11,7,8
998400005017,"Warren, Precinct 17",12,,,0,7,3,0,2
998400002018,"Warren, Precinct 18",118,,,0,82,30,3,3
998400002019,"Warren, Precinct 19",201,,,1,152,38,5,5
998400005020,"Warren, Precinct 20",202,,,0,163,30,5,4
998400005021,"Warren, Precinct 21",179,,,1,127,29,5,17
998400003022,"Warren, Precinct 22",88,,,1,66,13,3,5
998400004023,"Warren, Precinct 23",92,,,0,70,19,2,1
998400004024,"Warren, Precinct 24",45,,,1,37,2,4,1
998400004025,"Warren, Precinct 25",219,,,0,156,48,6,9
998400003026,"Warren, Precinct 26",142,,,2,99,30,10,1
998400003027,"Warren, Precinct 27",210,,,0,149,42,13,6
998400004028,"Warren, Precinct 28",215,,,1,153,36,14,11
998400003029,"Warren, Precinct 29",227,,,1,163,36,13,14
998400004030,"Warren, Precinct 30",254,,,0,183,46,19,6
998400001031,"Warren, Precinct 31",90,,,1,74,9,3,3
998400002032,"Warren, Precinct 32",209,,,1,165,25,11,7
998400002033,"Warren, Precinct 33",115,,,0,90,21,1,3
998400001034,"Warren, Precinct 34",83,,,0,57,20,5,1
998400001035,"Warren, Precinct 35",96,,,0,71,18,5,2
998400002036,"Warren, Precinct 36",216,,,0,177,26,8,5
998400005037,"Warren, Precinct 37",200,,,1,148,31,10,10
998400005038,"Warren, Precinct 38",186,,,1,128,42,7,8
998400005039,"Warren, Precinct 39",121,,,0,93,11,13,4
998400002040,"Warren, Precinct 40",166,,,0,122,24,8,12
998400001041,"Warren, Precinct 41",116,,,0,78,24,1,13
998400001042,"Warren, Precinct 42",258,,,0,191,42,14,11
998400002043,"Warren, Precinct 43",105,,,0,77,17,6,5
998400003044,"Warren, Precinct 44",284,,,1,211,50,11,11
998400004045,"Warren, Precinct 45",196,,,0,144,39,7,6
998400003046,"Warren, Precinct 46",313,,,0,230,59,13,11
998400004047,"Warren, Precinct 47",165,,,0,133,24,8,0
998400003048,"Warren, Precinct 48",152,,,1,128,15,4,4
998400003049,"Warren, Precinct 49",250,,,2,179,46,12,11
998400002050,"Warren, Precinct 50",210,,,2,154,33,6,15
998400001051,"Warren, Precinct 51",100,,,0,69,18,11,2
998400001052,"Warren, Precinct 52",206,,,1,167,24,7,7
998400004053,"Warren, Precinct 53",317,,,1,180,89,28,19
991652000001,"Clinton Township, Precinct 1",376,,,0,239,96,32,9
991652000002,"Clinton Township, Precinct 2",577,,,1,396,131,32,17
991652000003,"Clinton Township, Precinct 3",593,,,1,442,118,16,16
991652000004,"Clinton Township, Precinct 4",158,,,0,91,48,9,10
991652000005,"Clinton Township, Precinct 5",528,,,0,347,119,37,25
991652000006,"Clinton Township, Precinct 6",797,,,0,546,183,48,20
991652000007,"Clinton Township, Precinct 7",331,,,0,236,66,14,15
991652000008,"Clinton Township, Precinct 8",624,,,3,381,145,49,46
991652000009,"Clinton Township, Precinct 9",353,,,1,227,82,32,11
991652000010,"Clinton Township, Precinct 10",730,,,0,447,195,59,29
991652000011,"Clinton Township, Precinct 11",532,,,0,374,107,31,20
991652000012,"Clinton Township, Precinct 12",377,,,0,230,108,17,22
991652000013,"Clinton Township, Precinct 13",426,,,2,290,87,30,17
991652000014,"Clinton Township, Precinct 14",565,,,0,390,121,43,11
991652000015,"Clinton Township, Precinct 15",470,,,0,330,92,26,22
991652000016,"Clinton Township, Precinct 16",321,,,0,222,68,15,16
991652000017,"Clinton Township, Precinct 17",305,,,1,202,75,18,9
991652000018,"Clinton Township, Precinct 18",226,,,0,166,41,13,6
993682000001,"Harrison Township, Precinct 1",441,,,0,315,78,27,21
993682000002,"Harrison Township, Precinct 2",548,,,0,367,119,36,26
993682000003,"Harrison Township, Precinct 3",741,,,3,502,162,38,36
993682000004,"Harrison Township, Precinct 4",705,,,2,427,219,38,19
993682000005,"Harrison Township, Precinct 5",513,,,2,382,93,24,12
993682000006,"Harrison Township, Precinct 6",365,,,1,233,93,22,16
995048000001,"Macomb Township, Precinct 1",457,,,0,302,106,26,23
995048000002,"Macomb Township, Precinct 2",513,,,3,375,81,28,26
995048000007,"Macomb Township, Precinct 7",385,,,0,255,83,27,20
995048000008,"Macomb Township, Precinct 8",590,,,0,397,140,18,35
995048000011,"Macomb Township, Precinct 11",382,,,0,241,115,21,5
997282000001,"Shelby Charter Township, Precinct 1",299,,,0,218,55,17,9
997282000002,"Shelby Charter Township, Precinct 2",597,,,0,443,113,28,13
997282000003,"Shelby Charter Township, Precinct 3",611,,,0,376,178,31,26
997282000004,"Shelby Charter Township, Precinct 4",536,,,2,327,154,37,16
997282000005,"Shelby Charter Township, Precinct 5",532,,,0,340,146,30,16
997282000006,"Shelby Charter Township, Precinct 6",179,,,0,131,29,13,6
997282000007,"Shelby Charter Township, Precinct 7",133,,,0,95,27,4,7
997282000008,"Shelby Charter Township, Precinct 8",268,,,1,202,36,19,10
997282000009,"Shelby Charter Township, Precinct 9",482,,,1,309,87,61,24
997282000010,"Shelby Charter Township, Precinct 10",574,,,2,396,127,26,23
997282000011,"Shelby Charter Township, Precinct 11",270,,,3,164,55,26,22
997282000012,"Shelby Charter Township, Precinct 12",818,,,0,502,224,69,23
997282000013,"Shelby Charter Township, Precinct 13",646,,,2,477,100,44,23
997282000014,"Shelby Charter Township, Precinct 14",727,,,2,512,145,39,29
997282000015,"Shelby Charter Township, Precinct 15",549,,,1,388,96,30,34
997282000016,"Shelby Charter Township, Precinct 16",331,,,0,219,72,31,9
997282000017,"Shelby Charter Township, Precinct 17",417,,,0,292,66,38,21
997282000018,"Shelby Charter Township, Precinct 18",412,,,0,281,73,28,30
997282000019,"Shelby Charter Township, Precinct 19",531,,,1,313,132,58,27
997282000020,"Shelby Charter Township, Precinct 20",654,,,1,466,139,30,18
