name,ballots,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in,id
"City of Detroit, Precinct 174",9,2,1,4,0,1632200003174.0
"City of Detroit, Precinct 175",7,0,1,6,0,1632200003175.0
"City of Detroit, Precinct 176",23,5,0,15,0,1632200003176.0
"City of Detroit, Precinct 177",27,8,0,17,0,1632200003177.0
"City of Detroit, Precinct 178",23,5,0,14,0,1632200003178.0
"City of Detroit, Precinct 180",25,8,0,12,0,1632200003180.0
"City of Detroit, Precinct 182",59,14,0,37,0,1632200003182.0
"City of Detroit, Precinct 183",15,2,0,11,0,1632200003183.0
"City of Detroit, Precinct 184",64,9,1,48,0,1632200003184.0
"City of Detroit, Precinct 185",34,6,0,24,0,1632200003185.0
"City of Detroit, Precinct 188",17,4,1,8,0,1632200003188.0
"City of Detroit, Precinct 189",34,7,2,19,0,1632200003189.0
"City of Detroit, Precinct 190",17,4,1,12,0,1632200003190.0
"City of Detroit, Precinct 191",22,3,2,15,0,1632200003191.0
"City of Detroit, Precinct 192",29,3,0,25,0,1632200003192.0
"City of Detroit, Precinct 193",6,1,0,5,0,1632200003193.0
"City of Detroit, Precinct 194",19,2,0,16,0,1632200003194.0
"City of Detroit, Precinct 195",41,6,2,30,0,1632200003195.0
"City of Detroit, Precinct 197",8,2,2,2,0,1632200003197.0
"City of Detroit, Precinct 198",44,11,3,28,0,1632200003198.0
"City of Detroit, Precinct 199",11,4,1,4,0,1632200003199.0
"City of Detroit, Precinct 200",61,37,1,21,0,1632200002200.0
"City of Detroit, Precinct 201",116,51,0,55,0,1632200002201.0
"City of Detroit, Precinct 203",106,51,2,47,0,1632200002203.0
"City of Detroit, Precinct 204",56,19,1,29,0,1632200002204.0
"City of Detroit, Precinct 207",114,45,2,60,0,1632200002207.0
"City of Detroit, Precinct 208",134,59,4,66,0,1632200002208.0
"City of Detroit, Precinct 209",41,9,2,29,0,1632200002209.0
"City of Detroit, Precinct 210",38,14,0,20,0,1632200002210.0
"City of Detroit, Precinct 211",66,26,3,30,0,1632200002211.0
"City of Detroit, Precinct 212",32,9,0,15,0,1632200005212.0
"City of Detroit, Precinct 215",20,4,1,12,0,1632200005215.0
"City of Detroit, Precinct 216",5,0,0,4,0,1632200005216.0
"City of Detroit, Precinct 217",43,13,0,27,0,1632200005217.0
"City of Detroit, Precinct 218",16,1,1,13,0,1632200005218.0
"City of Detroit, Precinct 219",19,5,0,12,0,1632200005219.0
"City of Detroit, Precinct 220",18,4,1,11,0,1632200005220.0
"City of Detroit, Precinct 221",106,28,2,63,0,1632200002221.0
"City of Detroit, Precinct 222",30,10,0,15,0,1632200002222.0
"City of Detroit, Precinct 223",47,12,0,25,0,1632200002223.0
"City of Detroit, Precinct 224",86,21,4,53,1,1632200002224.0
"City of Detroit, Precinct 225",61,21,0,39,0,1632200002225.0
"City of Detroit, Precinct 226",37,4,0,29,1,1632200002226.0
"City of Detroit, Precinct 227",36,12,1,22,0,1632200002227.0
"City of Detroit, Precinct 228",85,19,0,59,0,1632200002228.0
"City of Detroit, Precinct 229",49,11,1,34,0,1632200002229.0
"City of Detroit, Precinct 230",55,7,4,40,0,1632200002230.0
"City of Detroit, Precinct 231",44,8,2,33,0,1632200002231.0
"City of Detroit, Precinct 232",91,17,0,64,0,1632200002232.0
"City of Detroit, Precinct 233",78,21,4,47,0,1632200002233.0
"City of Detroit, Precinct 234",48,10,0,35,0,1632200002234.0
"City of Detroit, Precinct 236",82,13,3,62,0,1632200002236.0
"City of Detroit, Precinct 238",32,9,1,20,0,1632200002238.0
"City of Detroit, Precinct 239",38,8,4,25,0,1632200002239.0
"City of Detroit, Precinct 240",59,14,5,40,0,1632200002240.0
"City of Detroit, Precinct 241",33,9,0,23,0,1632200002241.0
"City of Detroit, Precinct 242",43,15,1,21,0,1632200002242.0
"City of Detroit, Precinct 243",16,3,1,11,0,1632200002243.0
"City of Detroit, Precinct 244",60,16,1,40,0,1632200002244.0
"City of Detroit, Precinct 246",34,9,0,23,0,1632200002246.0
"City of Detroit, Precinct 247",30,6,0,19,0,1632200002247.0
"City of Detroit, Precinct 248",33,10,1,19,0,1632200002248.0
"City of Detroit, Precinct 249",39,4,2,27,0,1632200002249.0
"City of Detroit, Precinct 250",50,7,2,33,0,1632200002250.0
"City of Detroit, Precinct 251",24,7,3,12,0,1632200002251.0
"City of Detroit, Precinct 252",34,6,2,21,0,1632200002252.0
"City of Detroit, Precinct 253",21,3,0,18,0,1632200002253.0
"City of Detroit, Precinct 254",49,5,3,35,0,1632200002254.0
"City of Detroit, Precinct 256",29,13,1,13,0,1632200002256.0
"City of Detroit, Precinct 257",79,25,3,45,0,1632200002257.0
"City of Detroit, Precinct 258",60,20,3,32,0,1632200002258.0
"City of Detroit, Precinct 259",52,26,0,25,1,1632200002259.0
"City of Detroit, Precinct 260",36,7,2,22,0,1632200002260.0
"City of Detroit, Precinct 261",44,9,3,25,0,1632200001261.0
"City of Detroit, Precinct 263",93,16,1,68,0,1632200001263.0
"City of Detroit, Precinct 264",50,8,1,32,0,1632200001264.0
"City of Detroit, Precinct 265",30,11,3,10,0,1632200001265.0
"City of Detroit, Precinct 266",6,3,0,1,0,1632200001266.0
"City of Detroit, Precinct 267",33,8,0,21,0,1632200001267.0
"City of Detroit, Precinct 268",11,1,0,9,0,1632200001268.0
"City of Detroit, Precinct 269",15,2,0,9,0,1632200001269.0
"City of Detroit, Precinct 271",71,15,0,54,0,1632200001271.0
"City of Detroit, Precinct 272",10,0,2,7,0,1632200001272.0
"City of Detroit, Precinct 273",23,1,0,18,0,1632200001273.0
"City of Detroit, Precinct 275",56,10,1,36,0,1632200001275.0
"City of Detroit, Precinct 276",37,6,0,24,0,1632200001276.0
"City of Detroit, Precinct 278",47,8,0,35,0,1632200001278.0
"City of Detroit, Precinct 279",124,36,2,68,0,1632200001279.0
"City of Detroit, Precinct 280",15,4,0,8,0,1632200001280.0
"City of Detroit, Precinct 281",47,12,1,32,0,1632200001281.0
"City of Detroit, Precinct 282",52,8,0,36,0,1632200001282.0
"City of Detroit, Precinct 283",53,13,4,33,0,1632200001283.0
"City of Detroit, Precinct 285",53,10,0,35,0,1632200001285.0
"City of Detroit, Precinct 286",58,10,2,43,0,1632200001286.0
"City of Detroit, Precinct 287",20,4,0,13,0,1632200001287.0
"City of Detroit, Precinct 288",33,5,1,20,1,1632200002288.0
"City of Detroit, Precinct 289",19,1,0,16,0,1632200002289.0
"City of Detroit, Precinct 290",19,4,0,14,0,1632200002290.0
"City of Detroit, Precinct 291",34,7,1,22,0,1632200002291.0
"City of Detroit, Precinct 292",52,5,0,43,0,1632200002292.0
"City of Detroit, Precinct 293",21,8,0,12,0,1632200002293.0
"City of Detroit, Precinct 294",34,5,3,22,0,1632200002294.0
"City of Detroit, Precinct 295",58,9,3,38,0,1632200002295.0
"City of Detroit, Precinct 296",23,2,0,17,0,1632200002296.0
"City of Detroit, Precinct 297",42,6,0,33,0,1632200001297.0
"City of Detroit, Precinct 298",49,12,1,32,0,1632200001298.0
"City of Detroit, Precinct 299",48,13,0,27,0,1632200001299.0
"City of Detroit, Precinct 300",16,6,0,7,0,1632200001300.0
"City of Detroit, Precinct 301",15,4,0,5,0,1632200001301.0
"City of Detroit, Precinct 302",22,1,0,19,0,1632200001302.0
"City of Detroit, Precinct 304",6,1,0,5,0,1632200001304.0
"City of Detroit, Precinct 305",47,10,0,33,0,1632200001305.0
"City of Detroit, Precinct 306",28,9,0,17,0,1632200001306.0
"City of Detroit, Precinct 307",36,12,0,23,0,1632200001307.0
"City of Detroit, Precinct 308",83,31,4,47,0,1632200001308.0
"City of Detroit, Precinct 309",28,8,2,18,0,1632200001309.0
"City of Detroit, Precinct 310",42,12,0,27,0,1632200001310.0
"City of Detroit, Precinct 311",44,10,1,26,0,1632200001311.0
"City of Detroit, Precinct 312",47,10,2,27,0,1632200001312.0
"City of Detroit, Precinct 313",25,7,0,16,0,1632200002313.0
"City of Detroit, Precinct 315",38,13,1,20,0,1632200001315.0
"City of Detroit, Precinct 316",35,7,1,24,0,1632200001316.0
"City of Detroit, Precinct 317",16,4,0,7,1,1632200001317.0
"City of Detroit, Precinct 318",6,0,0,4,0,1632200002318.0
"City of Detroit, Precinct 319",28,4,0,19,0,1632200001319.0
"City of Detroit, Precinct 320",35,10,3,20,0,1632200001320.0
"City of Detroit, Precinct 321",18,2,1,14,0,1632200001321.0
"City of Detroit, Precinct 323",108,33,1,63,0,1632200001323.0
"City of Detroit, Precinct 324",88,33,3,50,0,1632200001324.0
"City of Detroit, Precinct 325",27,7,1,14,0,1632200001325.0
"City of Detroit, Precinct 326",124,35,3,77,0,1632200001326.0
"City of Detroit, Precinct 328",21,5,1,15,0,1632200001328.0
"City of Detroit, Precinct 329",26,2,0,23,0,1632200001329.0
"City of Detroit, Precinct 330",40,8,0,25,0,1632200007330.0
"City of Detroit, Precinct 331",35,8,1,25,0,1632200007331.0
"City of Detroit, Precinct 333",23,4,0,13,0,1632200007333.0
"City of Detroit, Precinct 334",11,1,3,3,0,1632200007334.0
"City of Detroit, Precinct 335",24,5,0,13,0,1632200007335.0
"City of Detroit, Precinct 336",39,8,3,22,0,1632200007336.0
"City of Detroit, Precinct 337",26,6,2,11,0,1632200007337.0
"City of Detroit, Precinct 338",26,15,0,8,0,1632200007338.0
"City of Detroit, Precinct 339",23,3,0,16,0,1632200007339.0
"City of Detroit, Precinct 340",16,3,0,11,0,1632200007340.0
"City of Detroit, Precinct 341",28,2,1,21,0,1632200007341.0
"City of Detroit, Precinct 342",56,20,1,22,0,1632200007342.0
"City of Detroit, Precinct 343",38,9,0,27,0,1632200007343.0
"City of Detroit, Precinct 344",32,4,1,22,0,1632200007344.0
"City of Detroit, Precinct 345",49,5,1,39,0,1632200007345.0
"City of Detroit, Precinct 346",29,7,1,20,0,1632200007346.0
"City of Detroit, Precinct 347",71,15,1,46,0,1632200007347.0
"City of Detroit, Precinct 348",27,8,0,16,0,1632200007348.0
"City of Detroit, Precinct 349",59,26,0,24,0,1632200007349.0
"City of Detroit, Precinct 350",12,1,1,7,0,1632200001350.0
"City of Detroit, Precinct 351",26,5,1,18,0,1632200001351.0
"City of Detroit, Precinct 352",59,16,0,34,1,1632200001352.0
"City of Detroit, Precinct 353",4,1,0,3,0,1632200007353.0
"City of Detroit, Precinct 355",33,8,0,19,0,1632200007355.0
"City of Detroit, Precinct 356",25,5,0,16,0,1632200007356.0
"City of Detroit, Precinct 357",39,8,0,29,0,1632200001357.0
"City of Detroit, Precinct 359",61,12,2,43,0,1632200001359.0
"City of Detroit, Precinct 360",3,0,0,1,0,1632200006360.0
"City of Detroit, Precinct 361",90,26,0,54,0,1632200001361.0
"City of Detroit, Precinct 362",16,3,3,7,0,1632200001362.0
"City of Detroit, Precinct 363",24,3,1,17,0,1632200007363.0
"City of Detroit, Precinct 364",35,3,0,29,0,1632200007364.0
"City of Detroit, Precinct 365",34,7,0,20,0,1632200007365.0
"City of Detroit, Precinct 368",30,7,0,20,0,1632200007368.0
"City of Detroit, Precinct 369",64,11,0,45,0,1632200007369.0
"City of Detroit, Precinct 370",42,6,3,30,0,1632200007370.0
"City of Detroit, Precinct 371",20,4,0,15,0,1632200007371.0
"City of Detroit, Precinct 373",25,5,0,15,0,1632200007373.0
"City of Detroit, Precinct 374",11,2,1,8,0,1632200007374.0
"City of Detroit, Precinct 375",24,2,1,16,0,1632200007375.0
"City of Detroit, Precinct 376",14,4,0,10,0,1632200007376.0
"City of Detroit, Precinct 377",10,3,0,2,0,1632200007377.0
"City of Detroit, Precinct 378",25,9,0,15,0,1632200001378.0
"City of Detroit, Precinct 379",43,7,0,33,0,1632200001379.0
"City of Detroit, Precinct 380",31,6,1,22,0,1632200007380.0
"City of Detroit, Precinct 381",39,3,0,32,0,1632200007381.0
"City of Detroit, Precinct 383",26,7,0,15,0,1632200002383.0
"City of Detroit, Precinct 384",35,12,1,20,0,1632200002384.0
"City of Detroit, Precinct 385",32,4,3,21,0,1632200002385.0
"City of Detroit, Precinct 386",42,9,1,26,0,1632200002386.0
"City of Detroit, Precinct 387",24,10,1,7,0,1632200002387.0
"City of Detroit, Precinct 389",22,7,1,12,0,1632200002389.0
"City of Detroit, Precinct 390",26,4,2,20,0,1632200002390.0
"City of Detroit, Precinct 391",0,0,0,0,0,1632200007391.0
"City of Detroit, Precinct 392",22,8,0,11,0,1632200007392.0
"City of Detroit, Precinct 393",22,2,1,11,0,1632200007393.0
