name,ballots,Jocelyn Benson,Christopher Robert Swanson,Write-in,id
"City of Detroit, Precinct 19",29,24,1,0,1632200004019.0
"City of Detroit, Precinct 20",52,44,1,1,1632200004020.0
"City of Detroit, Precinct 22",29,20,3,1,1632200004022.0
"City of Detroit, Precinct 23",82,68,5,0,1632200004023.0
"City of Detroit, Precinct 25",11,10,0,0,1632200004025.0
"City of Detroit, Precinct 26",6,5,0,0,1632200004026.0
"City of Detroit, Precinct 27",27,20,1,1,1632200004027.0
"City of Detroit, Precinct 29",20,16,2,0,1632200004029.0
"City of Detroit, Precinct 32",86,69,6,0,1632200004032.0
"City of Detroit, Precinct 33",60,57,1,0,1632200004033.0
"City of Detroit, Precinct 34",90,73,11,0,1632200004034.0
"City of Detroit, Precinct 35",44,43,0,0,1632200004035.0
"City of Detroit, Precinct 36",21,21,0,0,1632200004036.0
"City of Detroit, Precinct 38",28,22,1,0,1632200004038.0
"City of Detroit, Precinct 39",31,27,0,0,1632200004039.0
"City of Detroit, Precinct 40",25,22,0,0,1632200004040.0
"City of Detroit, Precinct 41",25,21,2,0,1632200004041.0
"City of Detroit, Precinct 43",36,27,3,0,1632200004043.0
"City of Detroit, Precinct 44",44,35,3,0,1632200004044.0
"City of Detroit, Precinct 45",20,14,2,0,1632200004045.0
"City of Detroit, Precinct 46",3,3,0,0,1632200004046.0
"City of Detroit, Precinct 47",62,49,1,1,1632200004047.0
"City of Detroit, Precinct 49",11,10,0,0,1632200004049.0
"City of Detroit, Precinct 50",41,34,1,0,1632200004050.0
"City of Detroit, Precinct 51",7,5,0,1,1632200004051.0
"City of Detroit, Precinct 52",21,16,2,0,1632200004052.0
"City of Detroit, Precinct 53",31,24,3,0,1632200004053.0
"City of Detroit, Precinct 55",21,14,1,0,1632200004055.0
"City of Detroit, Precinct 56",18,17,0,0,1632200004056.0
"City of Detroit, Precinct 59",0,0,0,0,1632200003059.0
"City of Detroit, Precinct 60",3,3,0,0,1632200007060.0
"City of Detroit, Precinct 61",49,37,1,0,1632200003061.0
"City of Detroit, Precinct 62",43,32,6,0,1632200003062.0
"City of Detroit, Precinct 64",21,16,2,0,1632200003064.0
"City of Detroit, Precinct 65",27,22,0,0,1632200003065.0
"City of Detroit, Precinct 66",12,10,1,0,1632200003066.0
"City of Detroit, Precinct 68",61,43,7,0,1632200003068.0
"City of Detroit, Precinct 69",0,0,0,0,1632200006069.0
"City of Detroit, Precinct 70",18,16,0,0,1632200003070.0
"City of Detroit, Precinct 71",9,6,1,0,1632200003071.0
"City of Detroit, Precinct 72",7,4,0,0,1632200003072.0
"City of Detroit, Precinct 73",17,11,0,0,1632200003073.0
"City of Detroit, Precinct 74",18,11,1,0,1632200003074.0
"City of Detroit, Precinct 75",35,25,1,0,1632200003075.0
"City of Detroit, Precinct 77",22,20,1,0,1632200003077.0
"City of Detroit, Precinct 78",13,11,0,0,1632200003078.0
"City of Detroit, Precinct 79",60,56,1,0,1632200003079.0
"City of Detroit, Precinct 80",18,16,2,0,1632200003080.0
"City of Detroit, Precinct 81",50,37,3,0,1632200003081.0
"City of Detroit, Precinct 82",23,22,0,0,1632200003082.0
"City of Detroit, Precinct 83",17,12,2,0,1632200003083.0
"City of Detroit, Precinct 84",53,47,2,0,1632200003084.0
"City of Detroit, Precinct 85",20,17,1,0,1632200003085.0
"City of Detroit, Precinct 86",32,27,2,0,1632200003086.0
"City of Detroit, Precinct 88",42,34,3,0,1632200003088.0
"City of Detroit, Precinct 89",16,10,5,0,1632200003089.0
"City of Detroit, Precinct 90",12,10,1,0,1632200003090.0
"City of Detroit, Precinct 91",28,19,6,0,1632200003091.0
"City of Detroit, Precinct 92",42,30,8,0,1632200003092.0
"City of Detroit, Precinct 93",14,14,0,0,1632200003093.0
"City of Detroit, Precinct 94",19,12,4,0,1632200003094.0
"City of Detroit, Precinct 95",27,18,5,0,1632200003095.0
"City of Detroit, Precinct 97",18,14,2,0,1632200003097.0
"City of Detroit, Precinct 98",30,19,1,0,1632200003098.0
"City of Detroit, Precinct 100",5,3,0,0,1632200003100.0
"City of Detroit, Precinct 101",14,11,1,0,1632200004101.0
"City of Detroit, Precinct 102",8,7,0,0,1632200003102.0
"City of Detroit, Precinct 103",22,22,0,0,1632200004103.0
"City of Detroit, Precinct 105",25,20,1,0,1632200004105.0
"City of Detroit, Precinct 107",4,3,0,0,1632200003107.0
"City of Detroit, Precinct 111",25,22,0,0,1632200004111.0
"City of Detroit, Precinct 112",36,30,2,0,1632200004112.0
"City of Detroit, Precinct 115",61,50,2,0,1632200004115.0
"City of Detroit, Precinct 116",44,39,1,0,1632200004116.0
"City of Detroit, Precinct 120",52,37,2,1,1632200005120.0
"City of Detroit, Precinct 121",44,31,3,0,1632200003121.0
"City of Detroit, Precinct 122",11,10,0,0,1632200005122.0
"City of Detroit, Precinct 123",7,6,0,0,1632200005123.0
"City of Detroit, Precinct 124",179,145,15,0,1632200005124.0
"City of Detroit, Precinct 125",139,120,6,1,1632200005125.0
"City of Detroit, Precinct 126",58,42,5,0,1632200005126.0
"City of Detroit, Precinct 128",33,23,3,0,1632200005128.0
"City of Detroit, Precinct 129",21,17,3,1,1632200005129.0
"City of Detroit, Precinct 130",15,10,2,0,1632200005130.0
"City of Detroit, Precinct 132",82,72,4,0,1632200005132.0
"City of Detroit, Precinct 133",107,94,6,1,1632200005133.0
"City of Detroit, Precinct 134",85,69,1,1,1632200005134.0
"City of Detroit, Precinct 135",42,34,3,0,1632200004135.0
"City of Detroit, Precinct 136",95,83,2,0,1632200005136.0
"City of Detroit, Precinct 137",22,14,1,0,1632200005137.0
"City of Detroit, Precinct 138",39,26,3,0,1632200005138.0
"City of Detroit, Precinct 139",42,35,2,0,1632200005139.0
"City of Detroit, Precinct 140",38,27,3,0,1632200005140.0
"City of Detroit, Precinct 143",39,29,3,0,1632200006143.0
"City of Detroit, Precinct 144",62,52,7,0,1632200006144.0
"City of Detroit, Precinct 145",22,16,2,0,1632200006145.0
"City of Detroit, Precinct 146",53,43,2,1,1632200006146.0
"City of Detroit, Precinct 147",28,18,3,0,1632200005147.0
"City of Detroit, Precinct 148",30,22,6,0,1632200006148.0
"City of Detroit, Precinct 150",52,44,3,0,1632200006150.0
"City of Detroit, Precinct 151",88,71,5,0,1632200006151.0
"City of Detroit, Precinct 156",19,13,1,0,1632200005156.0
"City of Detroit, Precinct 157",49,38,6,0,1632200006157.0
"City of Detroit, Precinct 158",97,88,3,0,1632200005158.0
"City of Detroit, Precinct 159",70,56,8,1,1632200005159.0
"City of Detroit, Precinct 161",76,65,3,1,1632200005161.0
"City of Detroit, Precinct 162",76,53,13,0,1632200005162.0
"City of Detroit, Precinct 164",12,8,0,0,1632200005164.0
"City of Detroit, Precinct 165",106,83,5,2,1632200005165.0
"City of Detroit, Precinct 166",4,4,0,0,1632200007166.0
"City of Detroit, Precinct 167",62,50,6,0,1632200005167.0
"City of Detroit, Precinct 168",57,47,3,0,1632200005168.0
"City of Detroit, Precinct 169",46,36,5,0,1632200005169.0
"City of Detroit, Precinct 172",27,19,4,0,1632200003172.0
"City of Detroit, Precinct 173",46,34,4,1,1632200003173.0
"City of Detroit, Precinct 174",9,5,1,0,1632200003174.0
"City of Detroit, Precinct 175",7,7,0,0,1632200003175.0
"City of Detroit, Precinct 176",23,20,0,0,1632200003176.0
"City of Detroit, Precinct 177",27,23,1,0,1632200003177.0
"City of Detroit, Precinct 178",23,20,0,0,1632200003178.0
"City of Detroit, Precinct 180",25,15,5,0,1632200003180.0
"City of Detroit, Precinct 182",59,49,2,0,1632200003182.0
"City of Detroit, Precinct 183",15,12,1,0,1632200003183.0
"City of Detroit, Precinct 184",64,55,2,0,1632200003184.0
"City of Detroit, Precinct 185",34,29,1,0,1632200003185.0
"City of Detroit, Precinct 188",17,14,1,0,1632200003188.0
"City of Detroit, Precinct 189",34,27,1,0,1632200003189.0
"City of Detroit, Precinct 190",17,17,0,0,1632200003190.0
"City of Detroit, Precinct 191",22,18,1,0,1632200003191.0
"City of Detroit, Precinct 192",29,28,0,0,1632200003192.0
"City of Detroit, Precinct 193",6,6,0,0,1632200003193.0
"City of Detroit, Precinct 194",19,17,1,0,1632200003194.0
"City of Detroit, Precinct 195",41,38,0,0,1632200003195.0
"City of Detroit, Precinct 197",8,5,1,0,1632200003197.0
"City of Detroit, Precinct 198",44,41,1,0,1632200003198.0
"City of Detroit, Precinct 199",11,7,2,0,1632200003199.0
"City of Detroit, Precinct 200",61,54,6,0,1632200002200.0
"City of Detroit, Precinct 201",116,97,5,0,1632200002201.0
"City of Detroit, Precinct 203",106,92,6,1,1632200002203.0
"City of Detroit, Precinct 204",56,46,4,0,1632200002204.0
"City of Detroit, Precinct 207",114,95,5,0,1632200002207.0
"City of Detroit, Precinct 208",134,109,16,1,1632200002208.0
"City of Detroit, Precinct 209",41,35,4,0,1632200002209.0
"City of Detroit, Precinct 210",38,29,4,0,1632200002210.0
"City of Detroit, Precinct 211",66,49,7,1,1632200002211.0
"City of Detroit, Precinct 212",32,22,2,0,1632200005212.0
"City of Detroit, Precinct 215",20,17,1,0,1632200005215.0
"City of Detroit, Precinct 216",5,4,0,0,1632200005216.0
"City of Detroit, Precinct 217",43,36,3,0,1632200005217.0
"City of Detroit, Precinct 218",16,14,0,0,1632200005218.0
"City of Detroit, Precinct 219",19,17,0,0,1632200005219.0
"City of Detroit, Precinct 220",18,16,0,0,1632200005220.0
"City of Detroit, Precinct 221",106,86,4,0,1632200002221.0
"City of Detroit, Precinct 222",30,21,2,0,1632200002222.0
"City of Detroit, Precinct 223",47,35,3,0,1632200002223.0
"City of Detroit, Precinct 224",86,73,4,0,1632200002224.0
"City of Detroit, Precinct 225",61,58,1,0,1632200002225.0
"City of Detroit, Precinct 226",37,29,2,1,1632200002226.0
"City of Detroit, Precinct 227",36,32,3,0,1632200002227.0
"City of Detroit, Precinct 228",85,69,7,1,1632200002228.0
"City of Detroit, Precinct 229",49,45,1,0,1632200002229.0
"City of Detroit, Precinct 230",55,48,3,0,1632200002230.0
"City of Detroit, Precinct 231",44,42,1,0,1632200002231.0
"City of Detroit, Precinct 232",91,76,3,2,1632200002232.0
"City of Detroit, Precinct 233",78,67,5,0,1632200002233.0
"City of Detroit, Precinct 234",48,44,1,0,1632200002234.0
"City of Detroit, Precinct 236",82,76,1,0,1632200002236.0
"City of Detroit, Precinct 238",32,26,2,0,1632200002238.0
"City of Detroit, Precinct 239",38,36,1,0,1632200002239.0
"City of Detroit, Precinct 240",59,53,4,0,1632200002240.0
"City of Detroit, Precinct 241",33,22,4,1,1632200002241.0
"City of Detroit, Precinct 242",43,34,3,0,1632200002242.0
"City of Detroit, Precinct 243",16,13,2,0,1632200002243.0
"City of Detroit, Precinct 244",60,55,2,0,1632200002244.0
"City of Detroit, Precinct 246",34,29,3,0,1632200002246.0
"City of Detroit, Precinct 247",30,24,1,0,1632200002247.0
"City of Detroit, Precinct 248",33,30,0,0,1632200002248.0
"City of Detroit, Precinct 249",39,34,0,0,1632200002249.0
"City of Detroit, Precinct 250",50,39,2,0,1632200002250.0
"City of Detroit, Precinct 251",24,22,0,0,1632200002251.0
"City of Detroit, Precinct 252",34,26,2,0,1632200002252.0
"City of Detroit, Precinct 253",21,19,2,0,1632200002253.0
"City of Detroit, Precinct 254",49,40,1,1,1632200002254.0
"City of Detroit, Precinct 256",29,27,0,0,1632200002256.0
"City of Detroit, Precinct 257",79,71,0,0,1632200002257.0
"City of Detroit, Precinct 258",60,46,7,0,1632200002258.0
"City of Detroit, Precinct 259",52,46,5,0,1632200002259.0
"City of Detroit, Precinct 260",36,27,4,0,1632200002260.0
"City of Detroit, Precinct 261",44,33,4,0,1632200001261.0
"City of Detroit, Precinct 263",93,79,4,0,1632200001263.0
"City of Detroit, Precinct 264",50,39,3,0,1632200001264.0
"City of Detroit, Precinct 265",30,22,2,0,1632200001265.0
"City of Detroit, Precinct 266",6,4,0,0,1632200001266.0
"City of Detroit, Precinct 267",33,28,1,0,1632200001267.0
"City of Detroit, Precinct 268",11,11,0,0,1632200001268.0
"City of Detroit, Precinct 269",15,10,1,0,1632200001269.0
"City of Detroit, Precinct 271",71,64,4,0,1632200001271.0
"City of Detroit, Precinct 272",10,7,2,0,1632200001272.0
"City of Detroit, Precinct 273",23,16,1,0,1632200001273.0
"City of Detroit, Precinct 275",56,43,4,0,1632200001275.0
"City of Detroit, Precinct 276",37,28,3,0,1632200001276.0
"City of Detroit, Precinct 278",47,40,3,0,1632200001278.0
"City of Detroit, Precinct 279",124,98,7,0,1632200001279.0
"City of Detroit, Precinct 280",15,11,1,0,1632200001280.0
"City of Detroit, Precinct 281",47,42,2,0,1632200001281.0
"City of Detroit, Precinct 282",52,42,1,0,1632200001282.0
"City of Detroit, Precinct 283",53,44,5,0,1632200001283.0
"City of Detroit, Precinct 285",53,44,0,0,1632200001285.0
"City of Detroit, Precinct 286",58,50,5,0,1632200001286.0
"City of Detroit, Precinct 287",20,16,1,0,1632200001287.0
"City of Detroit, Precinct 288",33,24,2,1,1632200002288.0
"City of Detroit, Precinct 289",19,16,1,0,1632200002289.0
"City of Detroit, Precinct 290",19,17,0,0,1632200002290.0
"City of Detroit, Precinct 291",34,29,1,0,1632200002291.0
"City of Detroit, Precinct 292",52,44,3,0,1632200002292.0
"City of Detroit, Precinct 293",21,19,1,0,1632200002293.0
"City of Detroit, Precinct 294",34,26,3,0,1632200002294.0
"City of Detroit, Precinct 295",58,45,3,0,1632200002295.0
"City of Detroit, Precinct 296",23,18,1,0,1632200002296.0
"City of Detroit, Precinct 297",42,35,3,1,1632200001297.0
"City of Detroit, Precinct 298",49,42,2,0,1632200001298.0
"City of Detroit, Precinct 299",48,39,0,1,1632200001299.0
"City of Detroit, Precinct 300",16,11,1,0,1632200001300.0
"City of Detroit, Precinct 301",15,8,1,0,1632200001301.0
"City of Detroit, Precinct 302",22,17,1,0,1632200001302.0
"City of Detroit, Precinct 304",6,6,0,0,1632200001304.0
"City of Detroit, Precinct 305",47,42,1,0,1632200001305.0
"City of Detroit, Precinct 306",28,20,6,0,1632200001306.0
"City of Detroit, Precinct 307",36,34,1,0,1632200001307.0
"City of Detroit, Precinct 308",83,72,7,0,1632200001308.0
"City of Detroit, Precinct 309",28,24,4,0,1632200001309.0
"City of Detroit, Precinct 310",42,40,0,0,1632200001310.0
"City of Detroit, Precinct 311",44,35,2,0,1632200001311.0
"City of Detroit, Precinct 312",47,37,3,0,1632200001312.0
"City of Detroit, Precinct 313",25,22,1,0,1632200002313.0
"City of Detroit, Precinct 315",38,32,2,0,1632200001315.0
"City of Detroit, Precinct 316",35,28,3,1,1632200001316.0
"City of Detroit, Precinct 317",16,9,1,1,1632200001317.0
"City of Detroit, Precinct 318",6,4,0,0,1632200002318.0
"City of Detroit, Precinct 319",28,23,0,0,1632200001319.0
"City of Detroit, Precinct 320",35,29,4,0,1632200001320.0
"City of Detroit, Precinct 321",18,16,1,0,1632200001321.0
"City of Detroit, Precinct 323",108,91,6,0,1632200001323.0
"City of Detroit, Precinct 324",88,73,11,1,1632200001324.0
"City of Detroit, Precinct 325",27,17,6,0,1632200001325.0
"City of Detroit, Precinct 326",124,104,7,1,1632200001326.0
"City of Detroit, Precinct 328",21,17,3,0,1632200001328.0
"City of Detroit, Precinct 329",26,25,0,0,1632200001329.0
"City of Detroit, Precinct 330",40,29,2,0,1632200007330.0
"City of Detroit, Precinct 331",35,29,3,0,1632200007331.0
"City of Detroit, Precinct 333",23,18,0,0,1632200007333.0
"City of Detroit, Precinct 334",11,7,0,0,1632200007334.0
"City of Detroit, Precinct 335",24,17,1,0,1632200007335.0
"City of Detroit, Precinct 336",39,28,3,1,1632200007336.0
"City of Detroit, Precinct 337",26,16,3,0,1632200007337.0
"City of Detroit, Precinct 338",26,16,7,0,1632200007338.0
"City of Detroit, Precinct 339",23,18,1,0,1632200007339.0
"City of Detroit, Precinct 340",16,15,0,0,1632200007340.0
"City of Detroit, Precinct 341",28,23,1,0,1632200007341.0
"City of Detroit, Precinct 342",56,40,3,0,1632200007342.0
"City of Detroit, Precinct 343",38,32,2,0,1632200007343.0
"City of Detroit, Precinct 344",32,27,0,0,1632200007344.0
"City of Detroit, Precinct 345",49,41,3,0,1632200007345.0
"City of Detroit, Precinct 346",29,27,1,0,1632200007346.0
"City of Detroit, Precinct 347",71,52,9,0,1632200007347.0
"City of Detroit, Precinct 348",27,21,3,0,1632200007348.0
"City of Detroit, Precinct 349",59,45,4,0,1632200007349.0
"City of Detroit, Precinct 350",12,8,1,0,1632200001350.0
"City of Detroit, Precinct 351",26,23,0,0,1632200001351.0
"City of Detroit, Precinct 352",59,49,1,0,1632200001352.0
"City of Detroit, Precinct 353",4,4,0,0,1632200007353.0
"City of Detroit, Precinct 355",33,24,1,0,1632200007355.0
"City of Detroit, Precinct 356",25,15,4,0,1632200007356.0
"City of Detroit, Precinct 357",39,34,3,0,1632200001357.0
"City of Detroit, Precinct 359",61,50,4,1,1632200001359.0
"City of Detroit, Precinct 360",3,1,0,0,1632200006360.0
"City of Detroit, Precinct 361",90,69,10,0,1632200001361.0
"City of Detroit, Precinct 362",16,12,0,0,1632200001362.0
"City of Detroit, Precinct 363",24,20,1,0,1632200007363.0
"City of Detroit, Precinct 364",35,29,0,0,1632200007364.0
"City of Detroit, Precinct 365",34,24,3,0,1632200007365.0
"City of Detroit, Precinct 368",30,26,1,0,1632200007368.0
"City of Detroit, Precinct 369",64,55,1,1,1632200007369.0
"City of Detroit, Precinct 370",42,37,0,0,1632200007370.0
"City of Detroit, Precinct 371",20,16,2,0,1632200007371.0
"City of Detroit, Precinct 373",25,20,0,0,1632200007373.0
"City of Detroit, Precinct 374",11,10,1,0,1632200007374.0
"City of Detroit, Precinct 375",24,16,3,0,1632200007375.0
"City of Detroit, Precinct 376",14,11,2,0,1632200007376.0
"City of Detroit, Precinct 377",10,5,0,0,1632200007377.0
"City of Detroit, Precinct 378",25,23,1,0,1632200001378.0
"City of Detroit, Precinct 379",43,38,2,0,1632200001379.0
"City of Detroit, Precinct 380",31,28,0,0,1632200007380.0
"City of Detroit, Precinct 381",39,32,2,0,1632200007381.0
"City of Detroit, Precinct 383",26,20,1,0,1632200002383.0
"City of Detroit, Precinct 384",35,31,1,0,1632200002384.0
"City of Detroit, Precinct 385",32,27,2,0,1632200002385.0
"City of Detroit, Precinct 386",42,35,2,0,1632200002386.0
"City of Detroit, Precinct 387",24,15,1,1,1632200002387.0
"City of Detroit, Precinct 389",22,18,2,0,1632200002389.0
"City of Detroit, Precinct 390",26,21,2,0,1632200002390.0
"City of Detroit, Precinct 391",0,0,0,0,1632200007391.0
"City of Detroit, Precinct 392",22,19,0,0,1632200007392.0
"City of Detroit, Precinct 393",22,13,0,0,1632200007393.0
"City of Detroit, Precinct 394",15,7,4,0,1632200007394.0
"City of Detroit, Precinct 395",24,19,5,0,1632200007395.0
"City of Detroit, Precinct 396",34,26,3,0,1632200007396.0
"City of Detroit, Precinct 398",27,21,2,0,1632200007398.0
"City of Detroit, Precinct 399",31,26,0,3,1632200007399.0
"City of Detroit, Precinct 400",28,24,2,0,1632200007400.0
"City of Detroit, Precinct 402",15,13,0,0,1632200002402.0
"City of Detroit, Precinct 403",43,38,1,0,1632200002403.0
"City of Detroit, Precinct 404",15,13,0,0,1632200007404.0
"City of Detroit, Precinct 405",25,23,0,0,1632200007405.0
"City of Detroit, Precinct 406",36,28,2,0,1632200007406.0
"City of Detroit, Precinct 407",5,5,0,0,1632200007407.0
"City of Detroit, Precinct 408",33,21,1,0,1632200007408.0
"City of Detroit, Precinct 409",30,25,1,0,1632200007409.0
"City of Detroit, Precinct 410",75,60,8,0,1632200007410.0
"City of Detroit, Precinct 411",51,41,3,0,1632200007411.0
"City of Detroit, Precinct 413",57,53,2,0,1632200007413.0
"City of Detroit, Precinct 414",17,15,1,0,1632200007414.0
"City of Detroit, Precinct 415",42,30,4,0,1632200007415.0
"City of Detroit, Precinct 416",18,15,1,0,1632200006416.0
"City of Detroit, Precinct 417",9,5,2,0,1632200006417.0
"City of Detroit, Precinct 418",29,24,2,0,1632200006418.0
"City of Detroit, Precinct 419",39,27,5,0,1632200006419.0
"City of Detroit, Precinct 420",18,13,0,0,1632200006420.0
"City of Detroit, Precinct 421",5,4,1,0,1632200006421.0
"City of Detroit, Precinct 422",21,18,0,0,1632200006422.0
"City of Detroit, Precinct 423",11,5,2,0,1632200006423.0
