name,ballots,Donavan McKinney,Shri Thanedar,Write-in,id
"City of Detroit, Precinct 29",20,6,13,0,1632200004029
"City of Detroit, Precinct 32",86,46,27,0,1632200004032
"City of Detroit, Precinct 33",60,35,21,1,1632200004033
"City of Detroit, Precinct 34",90,58,27,0,1632200004034
"City of Detroit, Precinct 35",44,8,34,1,1632200004035
"City of Detroit, Precinct 36",21,6,15,0,1632200004036
"City of Detroit, Precinct 38",28,9,13,0,1632200004038
"City of Detroit, Precinct 39",31,15,11,0,1632200004039
"City of Detroit, Precinct 40",25,4,16,0,1632200004040
"City of Detroit, Precinct 41",25,10,13,0,1632200004041
"City of Detroit, Precinct 43",36,18,13,0,1632200004043
"City of Detroit, Precinct 44",44,20,18,0,1632200004044
"City of Detroit, Precinct 45",20,6,11,0,1632200004045
"City of Detroit, Precinct 46",3,2,1,0,1632200004046
"City of Detroit, Precinct 47",62,18,30,4,1632200004047
"City of Detroit, Precinct 49",11,1,9,0,1632200004049
"City of Detroit, Precinct 50",41,12,25,0,1632200004050
"City of Detroit, Precinct 51",7,3,3,0,1632200004051
"City of Detroit, Precinct 52",21,7,10,0,1632200004052
"City of Detroit, Precinct 53",31,15,9,2,1632200004053
"City of Detroit, Precinct 55",21,4,11,0,1632200004055
"City of Detroit, Precinct 56",18,3,14,0,1632200004056
"City of Detroit, Precinct 59",0,0,0,0,1632200003059
"City of Detroit, Precinct 61",49,23,16,0,1632200003061
"City of Detroit, Precinct 62",43,22,14,0,1632200003062
"City of Detroit, Precinct 64",21,9,9,0,1632200003064
"City of Detroit, Precinct 65",27,10,12,0,1632200003065
"City of Detroit, Precinct 66",12,4,6,0,1632200003066
"City of Detroit, Precinct 68",61,23,26,0,1632200003068
"City of Detroit, Precinct 69",0,0,0,0,1632200006069
"City of Detroit, Precinct 70",18,7,9,0,1632200003070
"City of Detroit, Precinct 71",9,2,5,0,1632200003071
"City of Detroit, Precinct 72",7,0,4,0,1632200003072
"City of Detroit, Precinct 73",17,3,8,0,1632200003073
"City of Detroit, Precinct 74",18,11,1,0,1632200003074
"City of Detroit, Precinct 75",35,11,13,0,1632200003075
"City of Detroit, Precinct 77",22,8,12,0,1632200003077
"City of Detroit, Precinct 78",13,2,9,0,1632200003078
"City of Detroit, Precinct 79",60,19,38,0,1632200003079
"City of Detroit, Precinct 80",18,7,11,0,1632200003080
"City of Detroit, Precinct 81",50,18,22,0,1632200003081
"City of Detroit, Precinct 82",23,16,2,0,1632200003082
"City of Detroit, Precinct 83",17,3,10,1,1632200003083
"City of Detroit, Precinct 84",53,22,24,1,1632200003084
"City of Detroit, Precinct 85",20,8,9,0,1632200003085
"City of Detroit, Precinct 86",32,14,15,0,1632200003086
"City of Detroit, Precinct 88",42,17,19,0,1632200003088
"City of Detroit, Precinct 89",16,8,5,0,1632200003089
"City of Detroit, Precinct 90",12,4,7,0,1632200003090
"City of Detroit, Precinct 91",28,15,8,0,1632200003091
"City of Detroit, Precinct 92",42,29,9,0,1632200003092
"City of Detroit, Precinct 93",14,6,6,1,1632200003093
"City of Detroit, Precinct 94",19,17,2,0,1632200003094
"City of Detroit, Precinct 95",27,16,7,0,1632200003095
"City of Detroit, Precinct 97",18,6,10,0,1632200003097
"City of Detroit, Precinct 98",30,23,3,0,1632200003098
"City of Detroit, Precinct 100",5,2,2,0,1632200003100
"City of Detroit, Precinct 101",14,5,7,0,1632200004101
"City of Detroit, Precinct 102",8,3,4,0,1632200003102
"City of Detroit, Precinct 103",22,2,17,0,1632200004103
"City of Detroit, Precinct 105",25,9,13,0,1632200004105
"City of Detroit, Precinct 107",4,1,2,0,1632200003107
"City of Detroit, Precinct 111",25,8,14,0,1632200004111
"City of Detroit, Precinct 112",36,7,25,1,1632200004112
"City of Detroit, Precinct 115",61,27,25,0,1632200004115
"City of Detroit, Precinct 116",44,14,23,1,1632200004116
"City of Detroit, Precinct 120",52,26,17,0,1632200005120
"City of Detroit, Precinct 121",44,12,24,0,1632200003121
"City of Detroit, Precinct 122",11,7,2,1,1632200005122
"City of Detroit, Precinct 123",7,5,1,0,1632200005123
"City of Detroit, Precinct 124",179,119,40,0,1632200005124
"City of Detroit, Precinct 125",139,68,55,1,1632200005125
"City of Detroit, Precinct 126",58,28,20,0,1632200005126
"City of Detroit, Precinct 128",33,16,13,0,1632200005128
"City of Detroit, Precinct 129",21,13,8,0,1632200005129
"City of Detroit, Precinct 130",15,3,9,0,1632200005130
"City of Detroit, Precinct 132",82,35,39,2,1632200005132
"City of Detroit, Precinct 133",107,65,29,2,1632200005133
"City of Detroit, Precinct 134",85,51,17,2,1632200005134
"City of Detroit, Precinct 135",42,23,13,1,1632200004135
"City of Detroit, Precinct 136",95,59,28,1,1632200005136
"City of Detroit, Precinct 137",22,11,5,0,1632200005137
"City of Detroit, Precinct 138",39,23,8,1,1632200005138
"City of Detroit, Precinct 139",42,13,23,0,1632200005139
"City of Detroit, Precinct 140",38,15,16,0,1632200005140
"City of Detroit, Precinct 143",39,24,8,0,1632200006143
"City of Detroit, Precinct 144",62,50,8,0,1632200006144
"City of Detroit, Precinct 145",22,8,10,0,1632200006145
"City of Detroit, Precinct 146",53,27,20,0,1632200006146
"City of Detroit, Precinct 147",28,16,7,0,1632200005147
"City of Detroit, Precinct 148",30,25,5,0,1632200006148
"City of Detroit, Precinct 150",52,34,13,0,1632200006150
"City of Detroit, Precinct 151",88,44,31,1,1632200006151
"City of Detroit, Precinct 156",19,3,11,0,1632200005156
"City of Detroit, Precinct 157",49,38,6,0,1632200006157
"City of Detroit, Precinct 158",97,70,22,1,1632200005158
"City of Detroit, Precinct 159",70,60,6,0,1632200005159
"City of Detroit, Precinct 161",76,52,18,0,1632200005161
"City of Detroit, Precinct 162",76,42,26,0,1632200005162
"City of Detroit, Precinct 164",12,7,3,0,1632200005164
"City of Detroit, Precinct 165",106,59,34,0,1632200005165
"City of Detroit, Precinct 166",4,0,2,0,1632200007166
"City of Detroit, Precinct 167",62,25,32,0,1632200005167
"City of Detroit, Precinct 168",57,24,20,1,1632200005168
"City of Detroit, Precinct 169",46,31,9,0,1632200005169
"City of Detroit, Precinct 172",27,12,11,0,1632200003172
"City of Detroit, Precinct 173",46,14,23,1,1632200003173
"City of Detroit, Precinct 174",9,2,5,0,1632200003174
"City of Detroit, Precinct 175",7,1,5,0,1632200003175
"City of Detroit, Precinct 176",23,11,9,0,1632200003176
"City of Detroit, Precinct 177",27,10,15,1,1632200003177
"City of Detroit, Precinct 178",23,8,12,0,1632200003178
"City of Detroit, Precinct 180",25,11,10,0,1632200003180
"City of Detroit, Precinct 182",59,26,21,0,1632200003182
"City of Detroit, Precinct 183",15,1,10,1,1632200003183
"City of Detroit, Precinct 184",64,30,27,1,1632200003184
"City of Detroit, Precinct 185",34,14,14,1,1632200003185
"City of Detroit, Precinct 188",17,8,7,0,1632200003188
"City of Detroit, Precinct 189",34,14,14,0,1632200003189
"City of Detroit, Precinct 190",17,11,6,0,1632200003190
"City of Detroit, Precinct 191",22,11,8,0,1632200003191
"City of Detroit, Precinct 192",29,13,15,0,1632200003192
"City of Detroit, Precinct 193",6,1,4,0,1632200003193
"City of Detroit, Precinct 194",19,9,9,0,1632200003194
"City of Detroit, Precinct 195",41,14,23,1,1632200003195
"City of Detroit, Precinct 197",8,3,2,1,1632200003197
"City of Detroit, Precinct 198",44,17,20,0,1632200003198
"City of Detroit, Precinct 199",11,4,4,0,1632200003199
"City of Detroit, Precinct 200",61,46,13,0,1632200002200
"City of Detroit, Precinct 201",116,73,29,1,1632200002201
"City of Detroit, Precinct 203",106,62,33,2,1632200002203
"City of Detroit, Precinct 204",56,32,14,0,1632200002204
"City of Detroit, Precinct 207",114,77,26,0,1632200002207
"City of Detroit, Precinct 208",134,88,37,2,1632200002208
"City of Detroit, Precinct 209",41,18,22,0,1632200002209
"City of Detroit, Precinct 210",38,21,10,1,1632200002210
"City of Detroit, Precinct 211",66,39,19,0,1632200002211
"City of Detroit, Precinct 212",32,7,18,0,1632200005212
"City of Detroit, Precinct 215",20,10,6,2,1632200005215
"City of Detroit, Precinct 216",5,1,3,0,1632200005216
"City of Detroit, Precinct 217",43,20,17,0,1632200005217
"City of Detroit, Precinct 218",16,10,4,0,1632200005218
"City of Detroit, Precinct 219",19,8,8,0,1632200005219
"City of Detroit, Precinct 220",18,11,5,0,1632200005220
"City of Detroit, Precinct 221",106,52,39,0,1632200002221
"City of Detroit, Precinct 222",30,20,4,0,1632200002222
"City of Detroit, Precinct 238",32,16,12,2,1632200002238
"City of Detroit, Precinct 239",38,19,18,0,1632200002239
"City of Detroit, Precinct 259",52,25,27,0,1632200002259
"City of Detroit, Precinct 260",36,12,17,0,1632200002260
"City of Detroit, Precinct 360",3,1,0,0,1632200006360
"City of Detroit, Precinct 386",42,20,16,0,1632200002386
"City of Detroit, Precinct 387",24,13,3,0,1632200002387
"City of Detroit, Precinct 390",26,14,12,0,1632200002390
"City of Detroit, Precinct 396",34,14,16,0,1632200007396
"City of Detroit, Precinct 398",27,13,6,2,1632200007398
"City of Detroit, Precinct 399",31,13,16,0,1632200007399
"City of Detroit, Precinct 400",28,5,21,0,1632200007400
"City of Detroit, Precinct 402",15,9,4,0,1632200002402
"City of Detroit, Precinct 405",25,9,13,1,1632200007405
"City of Detroit, Precinct 409",30,9,13,0,1632200007409
"City of Detroit, Precinct 414",17,6,10,0,1632200007414
"City of Detroit, Precinct 415",42,13,21,0,1632200007415
"City of Detroit, Precinct 416",18,9,7,0,1632200006416
"City of Detroit, Precinct 417",9,5,2,0,1632200006417
"City of Detroit, Precinct 418",29,11,16,0,1632200006418
"City of Detroit, Precinct 419",39,11,20,0,1632200006419
"City of Detroit, Precinct 420",18,4,9,0,1632200006420
"City of Detroit, Precinct 421",5,2,3,0,1632200006421
"City of Detroit, Precinct 422",21,8,9,1,1632200006422
"City of Detroit, Precinct 423",11,1,6,0,1632200006423
"City of Detroit, Precinct 424",7,3,1,0,1632200006424
"City of Detroit, Precinct 425",35,20,9,0,1632200006425
"City of Detroit, Precinct 426",34,16,12,0,1632200005426
"City of Detroit, Precinct 428",53,30,16,0,1632200005428
"City of Detroit, Precinct 429",18,6,10,1,1632200005429
"City of Detroit, Precinct 430",30,14,10,0,1632200005430
"City of Detroit, Precinct 432",17,8,7,0,1632200005432
"City of Detroit, Precinct 433",28,14,11,1,1632200005433
"City of Detroit, Precinct 434",23,13,8,1,1632200005434
"City of Detroit, Precinct 435",10,3,5,0,1632200005435
"City of Detroit, Precinct 436",80,49,20,1,1632200005436
"City of Detroit, Precinct 437",20,12,7,0,1632200005437
"City of Detroit, Precinct 438",14,7,4,1,1632200005438
"City of Detroit, Precinct 439",30,10,19,0,1632200005439
"City of Detroit, Precinct 440",12,4,8,0,1632200005440
"City of Detroit, Precinct 441",35,20,8,1,1632200005441
"City of Detroit, Precinct 442",74,43,24,0,1632200005442
"City of Detroit, Precinct 443",0,0,0,0,1632200005443
"City of Detroit, Precinct 444",0,0,0,0,1632200006444
"City of Detroit, Precinct 446",30,11,19,0,1632200005446
"City of Detroit, Precinct 447",28,8,16,0,1632200005447
"City of Detroit, Precinct 448",13,9,4,0,1632200005448
"City of Detroit, Precinct 449",21,6,8,0,1632200005449
"City of Detroit, Precinct 450",0,0,0,0,1632200005450
"City of Detroit, Precinct 452",20,8,10,0,1632200005452
"City of Detroit, Precinct 453",14,4,9,0,1632200006453
"City of Detroit, Precinct 457",11,5,6,0,1632200006457
"City of Detroit, Precinct 458",13,7,6,0,1632200006458
"City of Detroit, Precinct 460",18,10,6,0,1632200006460
"City of Detroit, Precinct 461",86,54,21,0,1632200006461
"City of Detroit, Precinct 462",33,11,17,0,1632200006462
"City of Detroit, Precinct 464",81,62,13,0,1632200006464
"City of Detroit, Precinct 466",30,13,12,0,1632200006466
"City of Detroit, Precinct 470",30,17,13,0,1632200006470
"City of Detroit, Precinct 471",17,12,4,0,1632200006471
"City of Detroit, Precinct 472",16,8,6,0,1632200006472
"City of Detroit, Precinct 473",27,12,6,0,1632200006473
"City of Detroit, Precinct 474",10,3,6,0,1632200006474
"City of Detroit, Precinct 475",12,9,1,0,1632200006475
"City of Detroit, Precinct 477",30,12,12,0,1632200006477
"City of Detroit, Precinct 479",8,3,2,0,1632200006479
"City of Detroit, Precinct 480",16,6,6,0,1632200006480
"City of Detroit, Precinct 481",25,16,6,1,1632200006481
"City of Detroit, Precinct 482",33,16,11,2,1632200006482
"City of Detroit, Precinct 483",45,17,22,0,1632200006483
"City of Detroit, Precinct 484",24,6,13,0,1632200006484
"City of Detroit, Precinct 485",30,17,12,0,1632200006485
"City of Detroit, Precinct 490",1,1,0,0,1632200002490
"City of Detroit, Precinct 491",43,16,20,2,1632200004491
"City of Detroit, Precinct 493",20,5,10,1,1632200005493
"City of Detroit, Precinct 496",54,26,20,0,1632200005496
"City of Detroit, Precinct 497",17,5,7,0,1632200005497
"City of Detroit, Precinct 500",23,16,6,0,1632200006500
"City of Detroit, Precinct 502",29,11,10,0,1632200004502
"City of Ecorse, Precinct 1",97,23,57,1,1632474000001
"City of Ecorse, Precinct 2",187,52,117,1,1632474000002
"City of Ecorse, Precinct 3",43,9,22,0,1632474000003
"City of Ecorse, Precinct 4",177,45,120,1,1632474000004
"City of Grosse Pointe, Precinct 1",541,160,221,1,1633548000001
"City of Grosse Pointe, Precinct 2",565,163,223,2,1633548000002
"City of Grosse Pointe Farms, Precinct 1",1056,245,351,0,1633552000001
"City of Grosse Pointe Farms, Precinct 2",1062,262,401,2,1633552000002
"City of Grosse Pointe Park, Precinct 1",379,140,142,0,1633554000001
"City of Grosse Pointe Park, Precinct 2",424,127,170,0,1633554000002
"City of Grosse Pointe Park, Precinct 4",397,162,118,0,1633554000004
"City of Grosse Pointe Park, Precinct 5",333,141,115,2,1633554000005
"City of Grosse Pointe Park, Precinct 6",378,153,126,0,1633554000006
"City of Grosse Pointe Park, Precinct 7",398,130,154,0,1633554000007
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",548,88,138,1,1638245300001
"City of Grosse Pointe Woods, Precinct 1",1289,330,458,2,1633558000001
"City of Grosse Pointe Woods, Precinct 2",1165,299,402,0,1633558000002
"City of Grosse Pointe Woods, Precinct 3",1292,339,454,0,1633558000003
"City of Hamtramck, Precinct 1",147,64,56,2,1633628000001
"City of Hamtramck, Precinct 2",631,281,173,2,1633628000002
"City of Hamtramck, Precinct 3",641,329,141,3,1633628000003
"City of Hamtramck, Precinct 4",283,162,61,0,1633628000004
"City of Hamtramck, Precinct 5",208,111,41,1,1633628000005
"City of Harper Woods, Precinct 1",331,89,169,1,1633670000001
"City of Harper Woods, Precinct 2",540,205,250,0,1633670000002
"City of Harper Woods, Precinct 3",749,263,316,1,1633670000003
"City of Highland Park, Precinct 1",133,35,82,0,1633818000001
"City of Highland Park, Precinct 2",153,57,74,0,1633818000002
"City of Highland Park, Precinct 3",161,47,86,2,1633818000003
"City of Highland Park, Precinct 4",139,36,76,0,1633818000004
"City of Highland Park, Precinct 5",67,23,33,1,1633818000005
"City of Highland Park, Precinct 6",86,18,49,0,1633818000006
"City of Lincoln Park, Precinct 1",525,151,225,1,1634780000001
"City of Lincoln Park, Precinct 3",488,128,238,2,1634780000003
"City of Lincoln Park, Precinct 5",607,149,263,2,1634780000005
"City of Lincoln Park, Precinct 7",548,168,217,3,1634780000007
"City of Lincoln Park, Precinct 9",612,167,257,2,1634780000009
"City of Lincoln Park, Precinct 11",689,143,308,1,1634780000011
"City of Melvindale, Precinct 1",179,53,75,0,1635294000001
"City of Melvindale, Precinct 2",125,28,53,0,1635294000002
"City of Melvindale, Precinct 3",124,27,60,0,1635294000003
"City of Melvindale, Precinct 4",116,32,46,0,1635294000004
"City of Melvindale, Precinct 5",140,46,58,0,1635294000005
"City of River Rouge, Precinct 1",57,12,28,0,1636876000001
"City of River Rouge, Precinct 2",50,10,24,0,1636876000002
"City of River Rouge, Precinct 3",45,10,23,0,1636876000003
"City of River Rouge, Precinct 4",109,28,72,1,1636876000004
"City of River Rouge, Precinct 5",80,32,34,0,1636876000005
"City of Romulus, Precinct 1",240,45,124,2,1636942000001
"City of Romulus, Precinct 2",483,117,248,0,1636942000002
"City of Romulus, Precinct 3",240,37,92,0,1636942000003
"City of Romulus, Precinct 4",303,70,140,3,1636942000004
"City of Romulus, Precinct 5",324,65,168,1,1636942000005
"City of Romulus, Precinct 6",81,22,39,0,1636942000006
"City of Romulus, Precinct 7",294,102,133,3,1636942000007
"City of Romulus, Precinct 8",524,185,268,2,1636942000008
"City of Romulus, Precinct 9",174,46,80,1,1636942000009
"City of Romulus, Precinct 10",293,82,158,1,1636942000010
"City of Southgate, Precinct 1",697,137,343,0,1637496000001
"City of Southgate, Precinct 2",730,151,332,0,1637496000002
"City of Southgate, Precinct 3",779,184,334,3,1637496000003
"City of Southgate, Precinct 4",653,127,316,1,1637496000004
"City of Southgate, Precinct 5",918,172,401,2,1637496000005
"City of Taylor, Precinct 1",361,84,131,0,1637900000001
"City of Taylor, Precinct 2",166,35,60,2,1637900000002
"City of Taylor, Precinct 3",350,74,164,1,1637900000003
"City of Taylor, Precinct 4",419,104,168,3,1637900000004
"City of Taylor, Precinct 5",703,140,277,1,1637900000005
"City of Taylor, Precinct 6",367,88,176,2,1637900000006
"City of Taylor, Precinct 7",434,93,168,2,1637900000007
"City of Taylor, Precinct 8",434,99,175,0,1637900000008
"City of Taylor, Precinct 9",442,95,179,0,1637900000009
"City of Taylor, Precinct 10",561,144,227,2,1637900000010
"City of Taylor, Precinct 11",281,69,86,0,1637900000011
"City of Taylor, Precinct 12",497,106,201,1,1637900000012
"City of Taylor, Precinct 13",573,112,265,0,1637900000013
"City of Taylor, Precinct 14",328,74,139,0,1637900000014
"City of Taylor, Precinct 15",419,71,200,0,1637900000015
"City of Wayne, Precinct 1",526,137,224,10,1638494000001
"City of Wayne, Precinct 2",623,146,275,23,1638494000002
"City of Wayne, Precinct 3",778,209,294,25,1638494000003
"City of Wyandotte, Precinct 1",609,140,241,3,1638890000001
"City of Wyandotte, Precinct 2",781,218,298,4,1638890000002
"City of Wyandotte, Precinct 3",759,212,317,0,1638890000003
"City of Wyandotte, Precinct 4",1022,304,377,1,1638890000004
"City of Wyandotte, Precinct 5",493,130,210,0,1638890000005
