name,ballots,Shanelle Jackson,Byron H. Nolen,Rashida Tlaib,Write-in,id
"City of Garden City, Precinct 9",0,0,0,0,0,1633142000009
"City of Garden City, Precinct 10",0,0,0,0,0,1633142000010
"City of Inkster, District 1 Precinct 1",0,0,0,0,0,1634068001001
"City of Inkster, District 1 Precinct 2",0,0,0,0,0,1634068001002
"City of Inkster, District 2 Precinct 1",0,0,0,0,0,1634068002001
"City of Inkster, District 2 Precinct 2",0,0,0,0,0,1634068002002
"City of Inkster, District 3 Precinct 1",0,0,0,0,0,1634068003001
"City of Inkster, District 3 Precinct 2",0,0,0,0,0,1634068003002
"City of Inkster, District 4 Precinct 1",0,0,0,0,0,1634068004001
"City of Inkster, District 4 Precinct 2",0,0,0,0,0,1634068004002
"City of Inkster, District 5 Precinct 1",0,0,0,0,0,1634068005001
"City of Inkster, District 6 Precinct 1",0,0,0,0,0,1634068006001
"City of Inkster, District 6 Precinct 2",0,0,0,0,0,1634068006002
"City of Livonia, Precinct 1",0,0,0,0,0,1634900000001
"City of Livonia, Precinct 2",0,0,0,0,0,1634900000002
"City of Livonia, Precinct 3",0,0,0,0,0,1634900000003
"City of Livonia, Precinct 4",0,0,0,0,0,1634900000004
"City of Livonia, Precinct 5",0,0,0,0,0,1634900000005
"City of Livonia, Precinct 6",0,0,0,0,0,1634900000006
"City of Livonia, Precinct 7",0,0,0,0,0,1634900000007
"City of Livonia, Precinct 8",0,0,0,0,0,1634900000008
"City of Livonia, Precinct 9",0,0,0,0,0,1634900000009
"City of Livonia, Precinct 10",0,0,0,0,0,1634900000010
"City of Livonia, Precinct 11",0,0,0,0,0,1634900000011
"City of Livonia, Precinct 12",0,0,0,0,0,1634900000012
"City of Livonia, Precinct 13",0,0,0,0,0,1634900000013
"City of Livonia, Precinct 14",0,0,0,0,0,1634900000014
"City of Livonia, Precinct 15",0,0,0,0,0,1634900000015
"City of Livonia, Precinct 16",0,0,0,0,0,1634900000016
"City of Livonia, Precinct 17",0,0,0,0,0,1634900000017
"City of Livonia, Precinct 18",0,0,0,0,0,1634900000018
"City of Livonia, Precinct 19",0,0,0,0,0,1634900000019
"City of Livonia, Precinct 20",0,0,0,0,0,1634900000020
"City of Livonia, Precinct 21",0,0,0,0,0,1634900000021
"City of Livonia, Precinct 22",0,0,0,0,0,1634900000022
"City of Livonia, Precinct 23",0,0,0,0,0,1634900000023
"City of Livonia, Precinct 24",0,0,0,0,0,1634900000024
"City of Livonia, Precinct 25",0,0,0,0,0,1634900000025
"City of Livonia, Precinct 26",0,0,0,0,0,1634900000026
"Redford Township, Precinct 1",0,0,0,0,0,1636762500001
"Redford Township, Precinct 2",0,0,0,0,0,1636762500002
"Redford Township, Precinct 3",0,0,0,0,0,1636762500003
"Redford Township, Precinct 4",0,0,0,0,0,1636762500004
"Redford Township, Precinct 5",0,0,0,0,0,1636762500005
"Redford Township, Precinct 6",0,0,0,0,0,1636762500006
"Redford Township, Precinct 7",0,0,0,0,0,1636762500007
"Redford Township, Precinct 8",0,0,0,0,0,1636762500008
"Redford Township, Precinct 9",0,0,0,0,0,1636762500009
"Redford Township, Precinct 10",0,0,0,0,0,1636762500010
"Redford Township, Precinct 11",0,0,0,0,0,1636762500011
"Redford Township, Precinct 12",0,0,0,0,0,1636762500012
"City of Westland, Precinct 1",0,0,0,0,0,1638600000001
"City of Westland, Precinct 2",0,0,0,0,0,1638600000002
"City of Westland, Precinct 3",0,0,0,0,0,1638600000003
"City of Westland, Precinct 4",0,0,0,0,0,1638600000004
"City of Westland, Precinct 5",0,0,0,0,0,1638600000005
"City of Westland, Precinct 6",0,0,0,0,0,1638600000006
"City of Westland, Precinct 7",0,0,0,0,0,1638600000007
"City of Westland, Precinct 8",0,0,0,0,0,1638600000008
"City of Westland, Precinct 9",0,0,0,0,0,1638600000009
"City of Westland, Precinct 10",0,0,0,0,0,1638600000010
"City of Westland, Precinct 11",0,0,0,0,0,1638600000011
"City of Westland, Precinct 12",0,0,0,0,0,1638600000012
"City of Westland, Precinct 13",0,0,0,0,0,1638600000013
"City of Westland, Precinct 14",0,0,0,0,0,1638600000014
"City of Westland, Precinct 15",0,0,0,0,0,1638600000015
"City of Westland, Precinct 16",0,0,0,0,0,1638600000016
"City of Westland, Precinct 17",0,0,0,0,0,1638600000017
"City of Westland, Precinct 28",0,0,0,0,0,1638600000028
