name,ballots,Jocelyn Benson,Christopher Robert Swanson,Write-in,id
"City of Detroit, Precinct 137",55,44,7,0,1632200005137.0
"City of Detroit, Precinct 138",122,89,12,0,1632200005138.0
"City of Detroit, Precinct 139",73,66,6,0,1632200005139.0
"City of Detroit, Precinct 140",89,69,8,0,1632200005140.0
"City of Detroit, Precinct 143",93,73,15,1,1632200006143.0
"City of Detroit, Precinct 144",218,155,37,2,1632200006144.0
"City of Detroit, Precinct 145",91,62,14,1,1632200006145.0
"City of Detroit, Precinct 146",194,151,22,2,1632200006146.0
"City of Detroit, Precinct 147",120,88,12,4,1632200005147.0
"City of Detroit, Precinct 148",100,76,20,0,1632200006148.0
"City of Detroit, Precinct 150",171,142,17,0,1632200006150.0
"City of Detroit, Precinct 151",240,191,27,3,1632200006151.0
"City of Detroit, Precinct 156",63,55,6,0,1632200005156.0
"City of Detroit, Precinct 157",158,125,18,1,1632200006157.0
"City of Detroit, Precinct 158",247,211,19,2,1632200005158.0
"City of Detroit, Precinct 159",139,100,22,2,1632200005159.0
"City of Detroit, Precinct 161",252,206,28,1,1632200005161.0
"City of Detroit, Precinct 162",209,163,32,2,1632200005162.0
"City of Detroit, Precinct 164",52,45,4,1,1632200005164.0
"City of Detroit, Precinct 165",223,174,37,3,1632200005165.0
"City of Detroit, Precinct 166",21,18,1,0,1632200007166.0
"City of Detroit, Precinct 167",248,187,36,2,1632200005167.0
"City of Detroit, Precinct 168",222,157,36,3,1632200005168.0
"City of Detroit, Precinct 169",182,151,20,1,1632200005169.0
"City of Detroit, Precinct 172",57,52,1,0,1632200003172.0
"City of Detroit, Precinct 173",81,65,10,0,1632200003173.0
"City of Detroit, Precinct 174",74,49,13,3,1632200003174.0
"City of Detroit, Precinct 175",31,24,4,0,1632200003175.0
"City of Detroit, Precinct 176",50,38,6,0,1632200003176.0
"City of Detroit, Precinct 177",84,74,6,1,1632200003177.0
"City of Detroit, Precinct 178",49,43,3,0,1632200003178.0
"City of Detroit, Precinct 180",80,68,10,0,1632200003180.0
"City of Detroit, Precinct 182",120,112,3,0,1632200003182.0
"City of Detroit, Precinct 183",51,46,3,1,1632200003183.0
"City of Detroit, Precinct 184",122,103,12,0,1632200003184.0
"City of Detroit, Precinct 185",90,79,4,1,1632200003185.0
"City of Detroit, Precinct 188",67,59,3,1,1632200003188.0
"City of Detroit, Precinct 189",65,55,3,1,1632200003189.0
"City of Detroit, Precinct 190",39,38,1,0,1632200003190.0
"City of Detroit, Precinct 191",79,66,8,0,1632200003191.0
"City of Detroit, Precinct 192",67,52,7,0,1632200003192.0
"City of Detroit, Precinct 193",42,34,3,1,1632200003193.0
"City of Detroit, Precinct 194",63,50,9,0,1632200003194.0
"City of Detroit, Precinct 195",103,80,12,1,1632200003195.0
"City of Detroit, Precinct 197",39,29,4,0,1632200003197.0
"City of Detroit, Precinct 198",108,87,13,3,1632200003198.0
"City of Detroit, Precinct 199",21,16,1,0,1632200003199.0
"City of Detroit, Precinct 200",124,103,10,3,1632200002200.0
"City of Detroit, Precinct 201",426,362,33,1,1632200002201.0
"City of Detroit, Precinct 203",274,239,19,0,1632200002203.0
"City of Detroit, Precinct 204",238,204,24,3,1632200002204.0
"City of Detroit, Precinct 207",252,210,34,2,1632200002207.0
"City of Detroit, Precinct 208",267,215,27,2,1632200002208.0
"City of Detroit, Precinct 209",40,35,2,0,1632200002209.0
"City of Detroit, Precinct 210",93,75,11,1,1632200002210.0
"City of Detroit, Precinct 211",178,136,24,3,1632200002211.0
"City of Detroit, Precinct 212",108,89,12,0,1632200005212.0
"City of Detroit, Precinct 215",59,50,6,0,1632200005215.0
"City of Detroit, Precinct 216",55,48,4,0,1632200005216.0
"City of Detroit, Precinct 217",131,107,15,1,1632200005217.0
"City of Detroit, Precinct 218",44,36,5,0,1632200005218.0
"City of Detroit, Precinct 219",55,44,8,1,1632200005219.0
"City of Detroit, Precinct 220",63,46,11,0,1632200005220.0
"City of Detroit, Precinct 221",231,202,22,1,1632200002221.0
"City of Detroit, Precinct 222",75,51,12,1,1632200002222.0
"City of Detroit, Precinct 223",101,82,10,0,1632200002223.0
"City of Detroit, Precinct 224",190,163,9,3,1632200002224.0
"City of Detroit, Precinct 225",139,116,10,2,1632200002225.0
"City of Detroit, Precinct 226",76,64,6,0,1632200002226.0
"City of Detroit, Precinct 227",90,76,12,0,1632200002227.0
"City of Detroit, Precinct 228",159,138,12,0,1632200002228.0
"City of Detroit, Precinct 229",126,104,14,0,1632200002229.0
"City of Detroit, Precinct 230",163,142,9,0,1632200002230.0
"City of Detroit, Precinct 231",98,76,12,1,1632200002231.0
"City of Detroit, Precinct 232",135,112,16,0,1632200002232.0
"City of Detroit, Precinct 233",190,157,19,1,1632200002233.0
"City of Detroit, Precinct 234",108,95,7,0,1632200002234.0
"City of Detroit, Precinct 236",175,157,15,0,1632200002236.0
"City of Detroit, Precinct 238",116,91,18,2,1632200002238.0
"City of Detroit, Precinct 239",141,103,14,2,1632200002239.0
"City of Detroit, Precinct 240",143,118,7,1,1632200002240.0
"City of Detroit, Precinct 241",105,96,7,1,1632200002241.0
"City of Detroit, Precinct 242",132,108,12,2,1632200002242.0
"City of Detroit, Precinct 243",50,44,1,1,1632200002243.0
"City of Detroit, Precinct 244",89,68,15,2,1632200002244.0
"City of Detroit, Precinct 246",98,76,15,0,1632200002246.0
"City of Detroit, Precinct 247",90,74,9,0,1632200002247.0
"City of Detroit, Precinct 248",60,56,2,0,1632200002248.0
"City of Detroit, Precinct 249",71,60,5,1,1632200002249.0
"City of Detroit, Precinct 250",112,93,10,1,1632200002250.0
"City of Detroit, Precinct 251",59,41,11,1,1632200002251.0
"City of Detroit, Precinct 252",53,46,4,1,1632200002252.0
"City of Detroit, Precinct 253",77,68,2,0,1632200002253.0
"City of Detroit, Precinct 254",100,84,7,1,1632200002254.0
"City of Detroit, Precinct 256",121,110,6,1,1632200002256.0
"City of Detroit, Precinct 257",176,144,17,1,1632200002257.0
"City of Detroit, Precinct 258",161,134,18,0,1632200002258.0
"City of Detroit, Precinct 259",122,107,11,0,1632200002259.0
"City of Detroit, Precinct 260",118,94,12,0,1632200002260.0
"City of Detroit, Precinct 261",180,142,24,0,1632200001261.0
"City of Detroit, Precinct 263",180,154,14,1,1632200001263.0
"City of Detroit, Precinct 264",124,109,6,1,1632200001264.0
"City of Detroit, Precinct 265",81,68,8,0,1632200001265.0
"City of Detroit, Precinct 266",6,6,0,0,1632200001266.0
"City of Detroit, Precinct 267",49,44,2,0,1632200001267.0
"City of Detroit, Precinct 268",52,48,3,0,1632200001268.0
"City of Detroit, Precinct 269",63,51,4,0,1632200001269.0
"City of Detroit, Precinct 271",190,161,20,2,1632200001271.0
"City of Detroit, Precinct 272",20,18,2,0,1632200001272.0
"City of Detroit, Precinct 273",42,34,4,0,1632200001273.0
"City of Detroit, Precinct 275",105,86,7,0,1632200001275.0
"City of Detroit, Precinct 276",96,82,7,0,1632200001276.0
"City of Detroit, Precinct 278",104,90,6,0,1632200001278.0
"City of Detroit, Precinct 279",218,177,26,1,1632200001279.0
"City of Detroit, Precinct 280",36,30,2,0,1632200001280.0
"City of Detroit, Precinct 281",147,133,5,0,1632200001281.0
"City of Detroit, Precinct 282",147,133,9,0,1632200001282.0
"City of Detroit, Precinct 283",130,104,16,1,1632200001283.0
"City of Detroit, Precinct 285",138,119,9,1,1632200001285.0
"City of Detroit, Precinct 286",93,75,7,0,1632200001286.0
"City of Detroit, Precinct 287",106,89,11,0,1632200001287.0
"City of Detroit, Precinct 288",67,62,1,1,1632200002288.0
"City of Detroit, Precinct 289",65,53,5,0,1632200002289.0
"City of Detroit, Precinct 290",28,20,5,0,1632200002290.0
"City of Detroit, Precinct 291",109,93,6,0,1632200002291.0
"City of Detroit, Precinct 292",60,52,7,0,1632200002292.0
"City of Detroit, Precinct 293",54,50,2,0,1632200002293.0
"City of Detroit, Precinct 294",113,97,7,0,1632200002294.0
"City of Detroit, Precinct 295",163,152,11,0,1632200002295.0
"City of Detroit, Precinct 296",80,67,9,0,1632200002296.0
"City of Detroit, Precinct 297",92,82,4,0,1632200001297.0
"City of Detroit, Precinct 298",130,102,16,0,1632200001298.0
"City of Detroit, Precinct 299",112,85,19,1,1632200001299.0
"City of Detroit, Precinct 300",61,51,7,0,1632200001300.0
"City of Detroit, Precinct 301",33,21,7,1,1632200001301.0
"City of Detroit, Precinct 302",127,101,14,0,1632200001302.0
"City of Detroit, Precinct 304",47,37,6,0,1632200001304.0
"City of Detroit, Precinct 305",86,72,14,0,1632200001305.0
"City of Detroit, Precinct 306",112,87,11,0,1632200001306.0
"City of Detroit, Precinct 307",89,72,8,0,1632200001307.0
"City of Detroit, Precinct 308",260,232,16,2,1632200001308.0
"City of Detroit, Precinct 309",120,105,8,0,1632200001309.0
"City of Detroit, Precinct 310",133,116,6,0,1632200001310.0
"City of Detroit, Precinct 311",139,127,7,1,1632200001311.0
"City of Detroit, Precinct 312",146,118,15,1,1632200001312.0
"City of Detroit, Precinct 313",53,45,7,0,1632200002313.0
"City of Detroit, Precinct 315",109,85,15,0,1632200001315.0
"City of Detroit, Precinct 316",125,105,11,0,1632200001316.0
"City of Detroit, Precinct 317",84,70,12,1,1632200001317.0
"City of Detroit, Precinct 318",22,20,2,0,1632200002318.0
"City of Detroit, Precinct 319",60,53,4,0,1632200001319.0
"City of Detroit, Precinct 320",87,75,3,1,1632200001320.0
"City of Detroit, Precinct 321",65,57,4,0,1632200001321.0
"City of Detroit, Precinct 323",232,195,20,1,1632200001323.0
"City of Detroit, Precinct 324",195,165,20,0,1632200001324.0
"City of Detroit, Precinct 325",108,87,10,1,1632200001325.0
"City of Detroit, Precinct 326",264,236,16,0,1632200001326.0
"City of Detroit, Precinct 328",73,61,8,1,1632200001328.0
"City of Detroit, Precinct 329",41,31,5,0,1632200001329.0
"City of Detroit, Precinct 330",94,84,4,0,1632200007330.0
"City of Detroit, Precinct 331",115,101,11,0,1632200007331.0
"City of Detroit, Precinct 333",56,47,5,0,1632200007333.0
"City of Detroit, Precinct 334",43,35,4,0,1632200007334.0
"City of Detroit, Precinct 335",65,50,9,1,1632200007335.0
"City of Detroit, Precinct 336",141,112,14,1,1632200007336.0
"City of Detroit, Precinct 337",89,51,19,1,1632200007337.0
"City of Detroit, Precinct 338",123,80,23,0,1632200007338.0
"City of Detroit, Precinct 339",44,37,7,0,1632200007339.0
"City of Detroit, Precinct 340",31,26,3,0,1632200007340.0
"City of Detroit, Precinct 341",90,72,8,0,1632200007341.0
"City of Detroit, Precinct 342",103,76,16,0,1632200007342.0
"City of Detroit, Precinct 343",135,101,15,0,1632200007343.0
"City of Detroit, Precinct 344",96,74,11,1,1632200007344.0
"City of Detroit, Precinct 345",111,95,9,0,1632200007345.0
"City of Detroit, Precinct 346",88,76,7,0,1632200007346.0
"City of Detroit, Precinct 347",117,96,13,2,1632200007347.0
"City of Detroit, Precinct 348",72,66,4,1,1632200007348.0
"City of Detroit, Precinct 349",119,104,10,0,1632200007349.0
"City of Detroit, Precinct 350",30,25,1,0,1632200001350.0
"City of Detroit, Precinct 351",65,57,7,0,1632200001351.0
"City of Detroit, Precinct 352",94,76,14,0,1632200001352.0
"City of Detroit, Precinct 353",17,14,1,1,1632200007353.0
"City of Detroit, Precinct 355",109,73,21,1,1632200007355.0
"City of Detroit, Precinct 356",61,54,7,0,1632200007356.0
"City of Detroit, Precinct 357",94,75,12,0,1632200001357.0
"City of Detroit, Precinct 359",152,128,12,2,1632200001359.0
"City of Detroit, Precinct 360",2,2,0,0,1632200006360.0
"City of Detroit, Precinct 361",175,152,14,1,1632200001361.0
"City of Detroit, Precinct 362",28,25,1,0,1632200001362.0
"City of Detroit, Precinct 363",79,66,6,1,1632200007363.0
"City of Detroit, Precinct 364",63,55,5,0,1632200007364.0
"City of Detroit, Precinct 365",70,63,7,0,1632200007365.0
"City of Detroit, Precinct 368",79,66,8,0,1632200007368.0
"City of Detroit, Precinct 369",151,131,4,2,1632200007369.0
"City of Detroit, Precinct 370",48,35,4,2,1632200007370.0
"City of Detroit, Precinct 371",83,73,8,1,1632200007371.0
"City of Detroit, Precinct 373",58,45,6,1,1632200007373.0
"City of Detroit, Precinct 374",75,61,7,3,1632200007374.0
"City of Detroit, Precinct 375",105,65,22,1,1632200007375.0
"City of Detroit, Precinct 376",102,49,33,1,1632200007376.0
"City of Detroit, Precinct 377",103,64,16,3,1632200007377.0
"City of Detroit, Precinct 378",96,81,12,1,1632200001378.0
"City of Detroit, Precinct 379",148,133,9,0,1632200001379.0
"City of Detroit, Precinct 380",50,38,9,0,1632200007380.0
"City of Detroit, Precinct 381",110,92,8,1,1632200007381.0
"City of Detroit, Precinct 383",80,68,7,1,1632200002383.0
"City of Detroit, Precinct 384",120,101,8,1,1632200002384.0
"City of Detroit, Precinct 385",88,72,11,1,1632200002385.0
"City of Detroit, Precinct 386",140,123,10,0,1632200002386.0
"City of Detroit, Precinct 387",72,65,3,0,1632200002387.0
"City of Detroit, Precinct 389",66,54,9,0,1632200002389.0
"City of Detroit, Precinct 390",59,46,4,0,1632200002390.0
"City of Detroit, Precinct 391",0,0,0,0,1632200007391.0
"City of Detroit, Precinct 392",62,44,12,3,1632200007392.0
"City of Detroit, Precinct 393",43,35,3,0,1632200007393.0
"City of Detroit, Precinct 394",52,43,6,0,1632200007394.0
"City of Detroit, Precinct 395",51,44,4,0,1632200007395.0
"City of Detroit, Precinct 396",89,70,11,1,1632200007396.0
"City of Detroit, Precinct 398",97,76,8,2,1632200007398.0
"City of Detroit, Precinct 399",60,49,7,0,1632200007399.0
"City of Detroit, Precinct 400",107,90,11,0,1632200007400.0
"City of Detroit, Precinct 402",52,43,3,2,1632200002402.0
"City of Detroit, Precinct 403",139,111,18,0,1632200002403.0
"City of Detroit, Precinct 404",35,29,4,0,1632200007404.0
"City of Detroit, Precinct 405",63,56,5,0,1632200007405.0
"City of Detroit, Precinct 406",61,55,4,1,1632200007406.0
"City of Detroit, Precinct 407",15,10,1,1,1632200007407.0
"City of Detroit, Precinct 408",54,40,9,3,1632200007408.0
"City of Detroit, Precinct 409",82,71,5,1,1632200007409.0
"City of Detroit, Precinct 410",124,96,19,0,1632200007410.0
"City of Detroit, Precinct 411",108,91,9,0,1632200007411.0
"City of Detroit, Precinct 413",196,151,31,2,1632200007413.0
"City of Detroit, Precinct 414",57,54,2,0,1632200007414.0
"City of Detroit, Precinct 415",74,60,7,0,1632200007415.0
"City of Detroit, Precinct 416",33,29,1,0,1632200006416.0
"City of Detroit, Precinct 417",28,22,5,1,1632200006417.0
"City of Detroit, Precinct 418",101,86,7,1,1632200006418.0
"City of Detroit, Precinct 419",82,69,12,0,1632200006419.0
"City of Detroit, Precinct 420",73,59,6,0,1632200006420.0
"City of Detroit, Precinct 421",17,12,5,0,1632200006421.0
"City of Detroit, Precinct 422",88,70,9,0,1632200006422.0
"City of Detroit, Precinct 423",76,47,22,0,1632200006423.0
