name,ballots,Shanelle Jackson,Byron H. Nolen,Rashida Tlaib,Write-in,id
"City of Dearborn Heights, Precinct 4",442,25,24,296,4,1632102000004
"City of Dearborn Heights, Precinct 5",488,9,18,386,0,1632102000005
"City of Dearborn Heights, Precinct 6",385,13,13,288,1,1632102000006
"City of Dearborn Heights, Precinct 7",289,8,5,228,1,1632102000007
"City of Dearborn Heights, Precinct 8",389,11,18,283,3,1632102000008
"City of Dearborn Heights, Precinct 9",541,15,3,472,2,1632102000009
"City of Dearborn Heights, Precinct 10",692,15,8,598,4,1632102000010
"City of Dearborn Heights, Precinct 11",176,17,8,103,0,1632102000011
"City of Detroit, Precinct 60",14,4,1,5,0,1632200007060
"City of Detroit, Precinct 223",101,25,9,62,0,1632200002223
"City of Detroit, Precinct 224",190,47,19,107,1,1632200002224
"City of Detroit, Precinct 225",139,39,6,88,0,1632200002225
"City of Detroit, Precinct 226",76,21,9,41,0,1632200002226
"City of Detroit, Precinct 227",90,12,13,61,0,1632200002227
"City of Detroit, Precinct 228",159,45,11,94,0,1632200002228
"City of Detroit, Precinct 229",126,43,13,61,0,1632200002229
"City of Detroit, Precinct 230",163,40,10,99,1,1632200002230
"City of Detroit, Precinct 231",98,20,6,63,0,1632200002231
"City of Detroit, Precinct 232",135,37,8,84,0,1632200002232
"City of Detroit, Precinct 233",190,63,14,106,0,1632200002233
"City of Detroit, Precinct 234",108,38,8,56,0,1632200002234
"City of Detroit, Precinct 236",175,45,12,112,0,1632200002236
"City of Detroit, Precinct 240",143,34,6,92,1,1632200002240
"City of Detroit, Precinct 241",105,33,4,64,0,1632200002241
"City of Detroit, Precinct 242",132,37,5,80,2,1632200002242
"City of Detroit, Precinct 243",50,9,7,29,2,1632200002243
"City of Detroit, Precinct 244",89,21,9,57,0,1632200002244
"City of Detroit, Precinct 246",98,24,7,60,0,1632200002246
"City of Detroit, Precinct 247",90,22,6,56,1,1632200002247
"City of Detroit, Precinct 248",60,15,7,36,0,1632200002248
"City of Detroit, Precinct 249",71,22,6,40,0,1632200002249
"City of Detroit, Precinct 250",112,30,6,69,0,1632200002250
"City of Detroit, Precinct 251",59,18,2,35,0,1632200002251
"City of Detroit, Precinct 252",53,20,3,28,0,1632200002252
"City of Detroit, Precinct 253",77,19,4,45,0,1632200002253
"City of Detroit, Precinct 254",100,28,4,62,0,1632200002254
"City of Detroit, Precinct 256",121,36,7,74,0,1632200002256
"City of Detroit, Precinct 257",176,43,9,112,0,1632200002257
"City of Detroit, Precinct 258",161,31,8,116,0,1632200002258
"City of Detroit, Precinct 261",180,43,9,112,1,1632200001261
"City of Detroit, Precinct 263",180,39,19,111,1,1632200001263
"City of Detroit, Precinct 264",124,20,17,80,0,1632200001264
"City of Detroit, Precinct 265",81,17,8,50,0,1632200001265
"City of Detroit, Precinct 266",6,0,0,5,1,1632200001266
"City of Detroit, Precinct 267",49,15,0,30,0,1632200001267
"City of Detroit, Precinct 268",52,18,1,31,1,1632200001268
"City of Detroit, Precinct 269",63,12,5,36,1,1632200001269
"City of Detroit, Precinct 271",190,39,22,121,2,1632200001271
"City of Detroit, Precinct 272",20,8,1,10,0,1632200001272
"City of Detroit, Precinct 273",42,8,0,29,0,1632200001273
"City of Detroit, Precinct 275",105,32,5,63,0,1632200001275
"City of Detroit, Precinct 276",96,21,5,66,0,1632200001276
"City of Detroit, Precinct 278",104,19,14,66,0,1632200001278
"City of Detroit, Precinct 279",218,59,16,131,0,1632200001279
"City of Detroit, Precinct 280",36,7,2,22,0,1632200001280
"City of Detroit, Precinct 281",147,33,3,100,1,1632200001281
"City of Detroit, Precinct 282",147,36,8,98,0,1632200001282
"City of Detroit, Precinct 283",130,33,6,85,0,1632200001283
"City of Detroit, Precinct 285",138,38,6,80,2,1632200001285
"City of Detroit, Precinct 286",93,21,2,62,0,1632200001286
"City of Detroit, Precinct 287",106,27,3,69,0,1632200001287
"City of Detroit, Precinct 288",67,15,2,46,1,1632200002288
"City of Detroit, Precinct 289",65,16,1,43,0,1632200002289
"City of Detroit, Precinct 290",28,2,2,21,0,1632200002290
"City of Detroit, Precinct 291",109,24,8,67,0,1632200002291
"City of Detroit, Precinct 292",60,16,5,38,0,1632200002292
"City of Detroit, Precinct 293",54,20,2,29,0,1632200002293
"City of Detroit, Precinct 294",113,27,12,67,0,1632200002294
"City of Detroit, Precinct 295",163,43,14,104,0,1632200002295
"City of Detroit, Precinct 296",80,22,8,45,0,1632200002296
"City of Detroit, Precinct 297",92,28,6,54,0,1632200001297
"City of Detroit, Precinct 298",130,36,8,72,0,1632200001298
"City of Detroit, Precinct 299",112,20,20,63,0,1632200001299
"City of Detroit, Precinct 300",61,9,9,40,0,1632200001300
"City of Detroit, Precinct 301",33,6,0,23,0,1632200001301
"City of Detroit, Precinct 302",127,27,10,77,0,1632200001302
"City of Detroit, Precinct 304",47,9,1,33,0,1632200001304
"City of Detroit, Precinct 305",86,22,5,59,0,1632200001305
"City of Detroit, Precinct 306",112,28,4,66,1,1632200001306
"City of Detroit, Precinct 307",89,22,4,57,0,1632200001307
"City of Detroit, Precinct 308",260,65,14,175,0,1632200001308
"City of Detroit, Precinct 309",120,26,6,80,0,1632200001309
"City of Detroit, Precinct 310",133,26,6,91,0,1632200001310
"City of Detroit, Precinct 311",139,39,8,87,0,1632200001311
"City of Detroit, Precinct 312",146,33,7,92,2,1632200001312
"City of Detroit, Precinct 313",53,10,2,38,1,1632200002313
"City of Detroit, Precinct 315",109,41,2,57,0,1632200001315
"City of Detroit, Precinct 316",125,25,7,86,0,1632200001316
"City of Detroit, Precinct 317",84,20,4,58,0,1632200001317
"City of Detroit, Precinct 318",22,3,6,12,1,1632200002318
"City of Detroit, Precinct 319",60,14,2,41,1,1632200001319
"City of Detroit, Precinct 320",87,17,4,56,2,1632200001320
"City of Detroit, Precinct 321",65,14,9,35,0,1632200001321
"City of Detroit, Precinct 323",232,47,12,158,0,1632200001323
"City of Detroit, Precinct 324",195,34,16,136,0,1632200001324
"City of Detroit, Precinct 325",108,15,8,79,0,1632200001325
"City of Detroit, Precinct 326",264,79,12,161,2,1632200001326
"City of Detroit, Precinct 328",73,15,7,48,1,1632200001328
"City of Detroit, Precinct 329",41,7,3,25,0,1632200001329
"City of Detroit, Precinct 330",94,27,3,56,0,1632200007330
"City of Detroit, Precinct 331",115,29,5,78,0,1632200007331
"City of Detroit, Precinct 333",56,20,2,31,1,1632200007333
"City of Detroit, Precinct 334",43,8,3,26,0,1632200007334
"City of Detroit, Precinct 335",65,17,6,38,0,1632200007335
"City of Detroit, Precinct 336",141,25,3,100,1,1632200007336
"City of Detroit, Precinct 337",89,19,2,61,0,1632200007337
"City of Detroit, Precinct 338",123,11,5,92,0,1632200007338
"City of Detroit, Precinct 339",44,11,0,32,1,1632200007339
"City of Detroit, Precinct 340",31,6,1,22,0,1632200007340
"City of Detroit, Precinct 341",90,15,4,60,3,1632200007341
"City of Detroit, Precinct 342",103,13,6,71,1,1632200007342
"City of Detroit, Precinct 343",135,23,6,88,0,1632200007343
"City of Detroit, Precinct 344",96,10,5,74,2,1632200007344
"City of Detroit, Precinct 345",111,33,5,66,0,1632200007345
"City of Detroit, Precinct 346",88,23,3,56,0,1632200007346
"City of Detroit, Precinct 347",117,34,9,67,1,1632200007347
"City of Detroit, Precinct 348",72,14,4,52,0,1632200007348
"City of Detroit, Precinct 349",119,30,10,70,1,1632200007349
"City of Detroit, Precinct 350",30,8,3,15,0,1632200001350
"City of Detroit, Precinct 351",65,16,2,45,0,1632200001351
"City of Detroit, Precinct 352",94,29,4,56,0,1632200001352
"City of Detroit, Precinct 353",17,6,1,8,0,1632200007353
"City of Detroit, Precinct 355",109,17,6,77,0,1632200007355
"City of Detroit, Precinct 356",61,18,4,37,0,1632200007356
"City of Detroit, Precinct 357",94,21,2,62,1,1632200001357
"City of Detroit, Precinct 359",152,42,8,90,1,1632200001359
"City of Detroit, Precinct 361",175,35,9,121,1,1632200001361
"City of Detroit, Precinct 362",28,6,1,21,0,1632200001362
"City of Detroit, Precinct 363",79,17,6,51,0,1632200007363
"City of Detroit, Precinct 364",63,21,3,34,0,1632200007364
"City of Detroit, Precinct 365",70,16,9,45,0,1632200007365
"City of Detroit, Precinct 368",79,21,4,48,1,1632200007368
"City of Detroit, Precinct 369",151,35,3,97,3,1632200007369
"City of Detroit, Precinct 370",48,15,1,28,1,1632200007370
"City of Detroit, Precinct 371",83,19,2,58,3,1632200007371
"City of Detroit, Precinct 373",58,15,4,34,0,1632200007373
"City of Detroit, Precinct 374",75,20,0,51,0,1632200007374
"City of Detroit, Precinct 375",105,22,4,65,0,1632200007375
"City of Detroit, Precinct 376",102,11,3,82,1,1632200007376
"City of Detroit, Precinct 377",103,14,6,70,0,1632200007377
"City of Detroit, Precinct 378",96,28,3,62,2,1632200001378
"City of Detroit, Precinct 379",148,42,10,86,2,1632200001379
"City of Detroit, Precinct 380",50,14,4,29,0,1632200007380
"City of Detroit, Precinct 381",110,26,3,72,1,1632200007381
"City of Detroit, Precinct 383",80,20,3,51,1,1632200002383
"City of Detroit, Precinct 384",120,36,7,67,1,1632200002384
"City of Detroit, Precinct 385",88,17,6,62,1,1632200002385
"City of Detroit, Precinct 389",66,16,3,44,0,1632200002389
"City of Detroit, Precinct 391",0,0,0,0,0,1632200007391
"City of Detroit, Precinct 392",62,17,0,42,0,1632200007392
"City of Detroit, Precinct 393",43,6,5,28,0,1632200007393
"City of Detroit, Precinct 394",52,16,1,32,1,1632200007394
"City of Detroit, Precinct 395",51,11,2,35,0,1632200007395
"City of Detroit, Precinct 403",139,29,2,95,1,1632200002403
"City of Detroit, Precinct 404",35,6,4,22,1,1632200007404
"City of Detroit, Precinct 406",61,20,2,38,0,1632200007406
"City of Detroit, Precinct 407",15,4,0,7,0,1632200007407
"City of Detroit, Precinct 408",54,18,5,30,1,1632200007408
"City of Detroit, Precinct 410",124,25,15,75,0,1632200007410
"City of Detroit, Precinct 411",108,28,7,67,0,1632200007411
"City of Detroit, Precinct 413",196,56,11,114,1,1632200007413
"City of Detroit, Precinct 495",130,34,8,79,0,1632200001495
"City of Detroit, Precinct 501",58,15,1,37,0,1632200001501
"City of Garden City, Precinct 1",353,16,34,148,0,1633142000001
"City of Garden City, Precinct 2",277,24,16,108,0,1633142000002
"City of Garden City, Precinct 3",308,23,28,132,0,1633142000003
"City of Garden City, Precinct 4",167,8,16,71,1,1633142000004
"City of Garden City, Precinct 5",215,15,11,85,0,1633142000005
"City of Garden City, Precinct 6",298,24,24,107,0,1633142000006
"City of Garden City, Precinct 7",243,15,29,90,1,1633142000007
"City of Garden City, Precinct 8",413,25,26,206,0,1633142000008
"City of Garden City, Precinct 9",246,13,14,117,0,1633142000009
"City of Garden City, Precinct 10",216,6,20,109,0,1633142000010
"City of Inkster, District 1 Precinct 1",78,9,32,35,0,1634068001001
"City of Inkster, District 1 Precinct 2",75,10,33,29,0,1634068001002
"City of Inkster, District 2 Precinct 1",149,19,35,86,2,1634068002001
"City of Inkster, District 2 Precinct 2",131,13,41,69,0,1634068002002
"City of Inkster, District 3 Precinct 1",108,25,22,57,0,1634068003001
"City of Inkster, District 3 Precinct 2",148,15,51,72,0,1634068003002
"City of Inkster, District 4 Precinct 1",178,23,56,74,0,1634068004001
"City of Inkster, District 4 Precinct 2",154,14,25,82,0,1634068004002
"City of Inkster, District 5 Precinct 1",175,25,33,81,0,1634068005001
"City of Inkster, District 6 Precinct 1",92,14,21,47,1,1634068006001
"City of Inkster, District 6 Precinct 2",118,20,34,52,0,1634068006002
"City of Livonia, Precinct 1",466,29,27,236,0,1634900000001
"City of Livonia, Precinct 2",301,29,17,144,3,1634900000002
"City of Livonia, Precinct 3",544,34,48,212,1,1634900000003
"City of Livonia, Precinct 4",329,15,36,131,0,1634900000004
"City of Livonia, Precinct 5",255,10,18,95,0,1634900000005
"City of Livonia, Precinct 6",442,36,38,120,3,1634900000006
"City of Livonia, Precinct 7",586,22,47,216,2,1634900000007
"City of Livonia, Precinct 8",516,35,39,213,3,1634900000008
"City of Livonia, Precinct 9",586,45,40,245,3,1634900000009
"City of Livonia, Precinct 10",636,32,59,261,1,1634900000010
"City of Livonia, Precinct 11",528,34,41,189,1,1634900000011
"City of Livonia, Precinct 12",581,33,58,203,0,1634900000012
"City of Livonia, Precinct 13",342,15,35,107,1,1634900000013
"City of Livonia, Precinct 14",606,46,46,231,1,1634900000014
"City of Livonia, Precinct 15",291,18,28,94,0,1634900000015
"City of Livonia, Precinct 16",616,41,55,232,1,1634900000016
"City of Livonia, Precinct 17",545,33,37,207,0,1634900000017
"City of Livonia, Precinct 18",465,41,30,212,1,1634900000018
"City of Livonia, Precinct 19",399,13,44,179,1,1634900000019
"City of Livonia, Precinct 20",272,22,22,128,0,1634900000020
"City of Livonia, Precinct 21",622,52,68,270,2,1634900000021
"City of Livonia, Precinct 22",290,16,49,106,0,1634900000022
"City of Livonia, Precinct 23",283,15,19,137,1,1634900000023
"City of Livonia, Precinct 24",441,25,50,168,3,1634900000024
"City of Livonia, Precinct 25",584,24,52,226,3,1634900000025
"City of Livonia, Precinct 26",494,36,34,210,0,1634900000026
"Redford Township, Precinct 1",285,53,17,145,1,1636762500001
"Redford Township, Precinct 2",40,6,3,22,0,1636762500002
"Redford Township, Precinct 3",451,54,23,240,1,1636762500003
"Redford Township, Precinct 4",311,64,16,168,0,1636762500004
"Redford Township, Precinct 5",482,58,35,283,1,1636762500005
"Redford Township, Precinct 6",425,57,31,205,2,1636762500006
"Redford Township, Precinct 7",369,69,30,200,2,1636762500007
"Redford Township, Precinct 8",419,61,37,229,1,1636762500008
"Redford Township, Precinct 9",374,89,11,231,0,1636762500009
"Redford Township, Precinct 10",527,106,35,304,2,1636762500010
"Redford Township, Precinct 11",595,84,44,336,2,1636762500011
"Redford Township, Precinct 12",582,126,34,351,0,1636762500012
"City of Westland, Precinct 1",353,35,29,203,0,1638600000001
"City of Westland, Precinct 2",313,41,30,154,0,1638600000002
"City of Westland, Precinct 3",430,46,27,202,0,1638600000003
"City of Westland, Precinct 4",533,51,42,265,2,1638600000004
"City of Westland, Precinct 5",466,29,38,234,0,1638600000005
"City of Westland, Precinct 6",355,32,32,185,1,1638600000006
"City of Westland, Precinct 7",363,39,33,166,0,1638600000007
"City of Westland, Precinct 8",219,37,29,129,0,1638600000008
"City of Westland, Precinct 9",287,21,30,121,1,1638600000009
"City of Westland, Precinct 10",339,41,16,176,0,1638600000010
"City of Westland, Precinct 11",428,29,43,208,1,1638600000011
"City of Westland, Precinct 12",308,20,22,158,1,1638600000012
"City of Westland, Precinct 13",332,30,27,148,1,1638600000013
"City of Westland, Precinct 14",364,20,28,156,1,1638600000014
"City of Westland, Precinct 15",227,15,15,100,1,1638600000015
"City of Westland, Precinct 16",287,30,20,147,0,1638600000016
"City of Westland, Precinct 17",364,44,21,195,2,1638600000017
"City of Westland, Precinct 28",329,57,37,189,1,1638600000028
