name,ballots,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in,id
"City of Detroit, Precinct 9",87,28,2,49,0,1632200004009.0
"City of Detroit, Precinct 10",40,8,4,27,0,1632200004010.0
"City of Detroit, Precinct 11",220,104,5,102,0,1632200004011.0
"City of Detroit, Precinct 12",94,26,5,49,2,1632200004012.0
"City of Detroit, Precinct 14",31,8,0,19,0,1632200004014.0
"City of Detroit, Precinct 15",127,36,2,85,0,1632200004015.0
"City of Detroit, Precinct 16",76,28,6,41,0,1632200004016.0
"City of Detroit, Precinct 18",136,45,8,72,0,1632200004018.0
"City of Detroit, Precinct 19",72,33,2,33,0,1632200004019.0
"City of Detroit, Precinct 20",270,103,6,134,0,1632200004020.0
"City of Detroit, Precinct 22",106,40,2,53,0,1632200004022.0
"City of Detroit, Precinct 23",236,103,5,118,0,1632200004023.0
"City of Detroit, Precinct 25",104,47,4,51,1,1632200004025.0
"City of Detroit, Precinct 26",29,5,1,21,1,1632200004026.0
"City of Detroit, Precinct 27",84,26,2,53,0,1632200004027.0
"City of Detroit, Precinct 29",37,5,1,28,0,1632200004029.0
"City of Detroit, Precinct 32",251,128,8,98,0,1632200004032.0
"City of Detroit, Precinct 33",150,66,4,73,0,1632200004033.0
"City of Detroit, Precinct 34",226,105,6,101,0,1632200004034.0
"City of Detroit, Precinct 35",101,30,4,56,0,1632200004035.0
"City of Detroit, Precinct 36",66,23,4,35,0,1632200004036.0
"City of Detroit, Precinct 38",75,27,6,39,0,1632200004038.0
"City of Detroit, Precinct 39",76,25,0,45,0,1632200004039.0
"City of Detroit, Precinct 40",57,20,2,28,0,1632200004040.0
"City of Detroit, Precinct 41",89,25,1,60,1,1632200004041.0
"City of Detroit, Precinct 43",116,31,3,73,1,1632200004043.0
"City of Detroit, Precinct 44",85,21,3,58,0,1632200004044.0
"City of Detroit, Precinct 45",85,31,5,45,0,1632200004045.0
"City of Detroit, Precinct 46",51,17,4,28,0,1632200004046.0
"City of Detroit, Precinct 47",165,60,1,95,0,1632200004047.0
"City of Detroit, Precinct 49",21,8,0,11,0,1632200004049.0
"City of Detroit, Precinct 50",101,33,3,61,1,1632200004050.0
"City of Detroit, Precinct 51",50,16,2,28,0,1632200004051.0
"City of Detroit, Precinct 52",54,7,2,42,0,1632200004052.0
"City of Detroit, Precinct 53",87,26,1,49,0,1632200004053.0
"City of Detroit, Precinct 55",79,24,1,49,1,1632200004055.0
"City of Detroit, Precinct 56",65,10,3,41,0,1632200004056.0
"City of Detroit, Precinct 59",0,0,0,0,0,1632200003059.0
"City of Detroit, Precinct 60",14,4,2,6,0,1632200007060.0
"City of Detroit, Precinct 61",65,16,5,44,0,1632200003061.0
"City of Detroit, Precinct 62",140,44,3,85,0,1632200003062.0
"City of Detroit, Precinct 64",58,13,3,37,0,1632200003064.0
"City of Detroit, Precinct 65",118,35,4,72,0,1632200003065.0
"City of Detroit, Precinct 66",34,11,3,18,0,1632200003066.0
"City of Detroit, Precinct 68",184,46,6,126,0,1632200003068.0
"City of Detroit, Precinct 69",2,0,0,2,0,1632200006069.0
"City of Detroit, Precinct 70",56,18,4,29,0,1632200003070.0
"City of Detroit, Precinct 71",67,22,3,39,1,1632200003071.0
"City of Detroit, Precinct 72",40,10,0,26,0,1632200003072.0
"City of Detroit, Precinct 73",50,13,5,31,0,1632200003073.0
"City of Detroit, Precinct 74",53,9,3,37,1,1632200003074.0
"City of Detroit, Precinct 75",56,14,3,31,0,1632200003075.0
"City of Detroit, Precinct 77",84,29,1,49,0,1632200003077.0
"City of Detroit, Precinct 78",25,7,2,15,0,1632200003078.0
"City of Detroit, Precinct 79",110,28,2,73,0,1632200003079.0
"City of Detroit, Precinct 80",66,12,1,47,0,1632200003080.0
"City of Detroit, Precinct 81",99,33,3,58,1,1632200003081.0
"City of Detroit, Precinct 82",76,16,8,50,0,1632200003082.0
"City of Detroit, Precinct 83",75,24,0,45,0,1632200003083.0
"City of Detroit, Precinct 84",94,33,3,53,0,1632200003084.0
"City of Detroit, Precinct 85",40,10,4,25,0,1632200003085.0
"City of Detroit, Precinct 86",76,21,1,50,0,1632200003086.0
"City of Detroit, Precinct 88",82,25,1,52,0,1632200003088.0
"City of Detroit, Precinct 89",86,51,0,30,0,1632200003089.0
"City of Detroit, Precinct 90",48,9,0,34,0,1632200003090.0
"City of Detroit, Precinct 91",278,234,0,7,0,1632200003091.0
"City of Detroit, Precinct 92",235,199,3,27,1,1632200003092.0
"City of Detroit, Precinct 93",29,15,1,12,0,1632200003093.0
"City of Detroit, Precinct 94",152,115,4,29,0,1632200003094.0
"City of Detroit, Precinct 95",121,96,1,20,1,1632200003095.0
"City of Detroit, Precinct 97",48,19,1,26,0,1632200003097.0
"City of Detroit, Precinct 98",93,81,1,10,0,1632200003098.0
"City of Detroit, Precinct 100",21,11,1,8,0,1632200003100.0
"City of Detroit, Precinct 101",47,12,2,32,0,1632200004101.0
"City of Detroit, Precinct 102",43,11,1,26,0,1632200003102.0
"City of Detroit, Precinct 103",51,15,0,30,0,1632200004103.0
"City of Detroit, Precinct 105",76,22,3,48,0,1632200004105.0
"City of Detroit, Precinct 107",17,3,0,10,0,1632200003107.0
"City of Detroit, Precinct 111",53,18,2,31,0,1632200004111.0
"City of Detroit, Precinct 112",138,47,5,80,0,1632200004112.0
"City of Detroit, Precinct 115",194,80,5,102,1,1632200004115.0
"City of Detroit, Precinct 116",132,48,2,75,1,1632200004116.0
"City of Detroit, Precinct 120",222,118,9,83,0,1632200005120.0
"City of Detroit, Precinct 121",61,17,2,39,0,1632200003121.0
"City of Detroit, Precinct 122",37,13,0,21,0,1632200005122.0
"City of Detroit, Precinct 123",43,28,0,12,0,1632200005123.0
"City of Detroit, Precinct 124",555,345,7,178,0,1632200005124.0
"City of Detroit, Precinct 125",252,113,9,122,0,1632200005125.0
"City of Detroit, Precinct 126",220,134,4,71,0,1632200005126.0
"City of Detroit, Precinct 128",103,44,5,48,0,1632200005128.0
"City of Detroit, Precinct 129",110,65,1,37,0,1632200005129.0
"City of Detroit, Precinct 130",61,27,0,24,2,1632200005130.0
"City of Detroit, Precinct 132",150,71,5,67,1,1632200005132.0
"City of Detroit, Precinct 133",271,169,2,81,0,1632200005133.0
"City of Detroit, Precinct 134",236,183,1,41,0,1632200005134.0
"City of Detroit, Precinct 135",188,83,2,89,0,1632200004135.0
"City of Detroit, Precinct 136",335,210,4,115,0,1632200005136.0
"City of Detroit, Precinct 137",55,32,1,19,0,1632200005137.0
"City of Detroit, Precinct 138",122,64,3,37,0,1632200005138.0
"City of Detroit, Precinct 139",73,30,3,40,0,1632200005139.0
"City of Detroit, Precinct 140",89,55,1,29,0,1632200005140.0
"City of Detroit, Precinct 143",93,51,3,36,0,1632200006143.0
"City of Detroit, Precinct 144",218,165,3,42,0,1632200006144.0
"City of Detroit, Precinct 145",91,58,0,23,0,1632200006145.0
"City of Detroit, Precinct 146",194,128,4,55,0,1632200006146.0
"City of Detroit, Precinct 147",120,91,2,17,1,1632200005147.0
"City of Detroit, Precinct 148",100,83,3,12,0,1632200006148.0
"City of Detroit, Precinct 150",171,111,1,52,1,1632200006150.0
"City of Detroit, Precinct 151",240,152,7,72,0,1632200006151.0
"City of Detroit, Precinct 156",63,17,3,40,0,1632200005156.0
"City of Detroit, Precinct 157",158,111,4,33,0,1632200006157.0
"City of Detroit, Precinct 158",247,160,6,72,0,1632200005158.0
"City of Detroit, Precinct 159",139,74,4,48,0,1632200005159.0
"City of Detroit, Precinct 161",252,163,2,78,0,1632200005161.0
"City of Detroit, Precinct 162",209,124,7,71,1,1632200005162.0
"City of Detroit, Precinct 164",52,34,3,14,1,1632200005164.0
"City of Detroit, Precinct 165",223,155,3,60,0,1632200005165.0
"City of Detroit, Precinct 166",21,10,3,7,0,1632200007166.0
"City of Detroit, Precinct 167",248,175,4,59,2,1632200005167.0
"City of Detroit, Precinct 168",222,140,4,62,1,1632200005168.0
"City of Detroit, Precinct 169",182,113,6,61,0,1632200005169.0
"City of Detroit, Precinct 172",57,17,3,34,0,1632200003172.0
"City of Detroit, Precinct 173",81,23,2,51,0,1632200003173.0
"City of Detroit, Precinct 174",74,28,2,38,1,1632200003174.0
"City of Detroit, Precinct 175",31,15,0,16,0,1632200003175.0
"City of Detroit, Precinct 176",50,12,1,32,0,1632200003176.0
"City of Detroit, Precinct 177",84,24,6,50,0,1632200003177.0
"City of Detroit, Precinct 178",49,14,2,30,0,1632200003178.0
"City of Detroit, Precinct 180",80,33,1,45,0,1632200003180.0
"City of Detroit, Precinct 182",120,32,4,79,1,1632200003182.0
"City of Detroit, Precinct 183",51,13,0,38,0,1632200003183.0
"City of Detroit, Precinct 184",122,35,5,77,0,1632200003184.0
"City of Detroit, Precinct 185",90,29,1,53,1,1632200003185.0
"City of Detroit, Precinct 188",67,16,3,45,0,1632200003188.0
"City of Detroit, Precinct 189",65,9,1,51,1,1632200003189.0
"City of Detroit, Precinct 190",39,15,3,21,0,1632200003190.0
"City of Detroit, Precinct 191",79,35,4,37,0,1632200003191.0
"City of Detroit, Precinct 192",67,16,4,41,0,1632200003192.0
"City of Detroit, Precinct 193",42,9,1,28,0,1632200003193.0
"City of Detroit, Precinct 194",63,18,2,38,0,1632200003194.0
"City of Detroit, Precinct 195",103,29,3,64,0,1632200003195.0
"City of Detroit, Precinct 197",39,14,0,24,0,1632200003197.0
"City of Detroit, Precinct 198",108,63,3,36,2,1632200003198.0
"City of Detroit, Precinct 199",21,4,0,15,0,1632200003199.0
"City of Detroit, Precinct 200",124,66,3,48,0,1632200002200.0
"City of Detroit, Precinct 201",426,208,8,190,1,1632200002201.0
"City of Detroit, Precinct 203",274,129,4,128,1,1632200002203.0
"City of Detroit, Precinct 204",238,109,3,120,1,1632200002204.0
"City of Detroit, Precinct 207",252,133,10,100,0,1632200002207.0
"City of Detroit, Precinct 208",267,138,7,109,0,1632200002208.0
"City of Detroit, Precinct 209",40,19,1,19,0,1632200002209.0
"City of Detroit, Precinct 210",93,48,1,38,0,1632200002210.0
"City of Detroit, Precinct 211",178,73,9,86,1,1632200002211.0
"City of Detroit, Precinct 212",108,37,5,62,0,1632200005212.0
"City of Detroit, Precinct 215",59,16,2,39,0,1632200005215.0
"City of Detroit, Precinct 216",55,12,2,40,0,1632200005216.0
"City of Detroit, Precinct 217",131,50,7,69,0,1632200005217.0
"City of Detroit, Precinct 218",44,10,1,31,0,1632200005218.0
"City of Detroit, Precinct 219",55,22,1,30,0,1632200005219.0
"City of Detroit, Precinct 220",63,32,1,27,0,1632200005220.0
"City of Detroit, Precinct 221",231,103,5,117,0,1632200002221.0
"City of Detroit, Precinct 222",75,31,3,33,0,1632200002222.0
"City of Detroit, Precinct 223",101,43,3,50,0,1632200002223.0
"City of Detroit, Precinct 224",190,69,9,102,1,1632200002224.0
"City of Detroit, Precinct 225",139,50,3,79,1,1632200002225.0
"City of Detroit, Precinct 226",76,19,5,48,0,1632200002226.0
"City of Detroit, Precinct 227",90,35,5,49,0,1632200002227.0
"City of Detroit, Precinct 228",159,47,7,96,0,1632200002228.0
"City of Detroit, Precinct 229",126,35,7,76,0,1632200002229.0
"City of Detroit, Precinct 230",163,43,6,104,0,1632200002230.0
"City of Detroit, Precinct 231",98,35,3,53,0,1632200002231.0
"City of Detroit, Precinct 232",135,50,11,70,0,1632200002232.0
"City of Detroit, Precinct 233",190,65,11,107,0,1632200002233.0
"City of Detroit, Precinct 234",108,34,4,64,0,1632200002234.0
"City of Detroit, Precinct 236",175,74,3,92,0,1632200002236.0
"City of Detroit, Precinct 238",116,58,2,50,1,1632200002238.0
"City of Detroit, Precinct 239",141,61,2,61,0,1632200002239.0
"City of Detroit, Precinct 240",143,63,1,69,0,1632200002240.0
"City of Detroit, Precinct 241",105,39,4,61,0,1632200002241.0
"City of Detroit, Precinct 242",132,52,6,67,1,1632200002242.0
"City of Detroit, Precinct 243",50,12,2,34,0,1632200002243.0
"City of Detroit, Precinct 244",89,18,4,62,2,1632200002244.0
"City of Detroit, Precinct 246",98,35,0,56,0,1632200002246.0
"City of Detroit, Precinct 247",90,38,3,46,0,1632200002247.0
"City of Detroit, Precinct 248",60,19,0,41,0,1632200002248.0
"City of Detroit, Precinct 249",71,21,5,41,1,1632200002249.0
"City of Detroit, Precinct 250",112,36,9,61,0,1632200002250.0
"City of Detroit, Precinct 251",59,22,1,31,0,1632200002251.0
"City of Detroit, Precinct 252",53,16,4,31,0,1632200002252.0
"City of Detroit, Precinct 253",77,25,3,44,0,1632200002253.0
"City of Detroit, Precinct 254",100,31,4,60,0,1632200002254.0
"City of Detroit, Precinct 256",121,45,3,69,0,1632200002256.0
"City of Detroit, Precinct 257",176,62,4,101,0,1632200002257.0
"City of Detroit, Precinct 258",161,82,7,66,1,1632200002258.0
"City of Detroit, Precinct 259",122,57,5,57,0,1632200002259.0
"City of Detroit, Precinct 260",118,65,4,42,0,1632200002260.0
"City of Detroit, Precinct 261",180,64,6,98,1,1632200001261.0
"City of Detroit, Precinct 263",180,57,4,110,0,1632200001263.0
"City of Detroit, Precinct 264",124,48,3,66,0,1632200001264.0
"City of Detroit, Precinct 265",81,24,4,48,0,1632200001265.0
"City of Detroit, Precinct 266",6,2,0,4,0,1632200001266.0
"City of Detroit, Precinct 267",49,15,0,32,0,1632200001267.0
"City of Detroit, Precinct 268",52,27,2,22,0,1632200001268.0
"City of Detroit, Precinct 269",63,26,1,30,0,1632200001269.0
"City of Detroit, Precinct 271",190,48,11,125,2,1632200001271.0
"City of Detroit, Precinct 272",20,10,1,8,0,1632200001272.0
"City of Detroit, Precinct 273",42,12,0,27,0,1632200001273.0
"City of Detroit, Precinct 275",105,50,1,49,0,1632200001275.0
"City of Detroit, Precinct 276",96,33,6,53,0,1632200001276.0
"City of Detroit, Precinct 278",104,47,2,49,0,1632200001278.0
"City of Detroit, Precinct 279",218,93,2,114,0,1632200001279.0
"City of Detroit, Precinct 280",36,13,1,20,0,1632200001280.0
"City of Detroit, Precinct 281",147,42,5,90,0,1632200001281.0
"City of Detroit, Precinct 282",147,32,5,105,0,1632200001282.0
"City of Detroit, Precinct 283",130,45,2,76,0,1632200001283.0
"City of Detroit, Precinct 285",138,47,2,76,1,1632200001285.0
"City of Detroit, Precinct 286",93,30,2,53,0,1632200001286.0
"City of Detroit, Precinct 287",106,35,5,60,0,1632200001287.0
"City of Detroit, Precinct 288",67,23,2,39,0,1632200002288.0
"City of Detroit, Precinct 289",65,14,2,44,0,1632200002289.0
"City of Detroit, Precinct 290",28,9,2,14,0,1632200002290.0
"City of Detroit, Precinct 291",109,24,3,74,0,1632200002291.0
"City of Detroit, Precinct 292",60,18,5,36,0,1632200002292.0
"City of Detroit, Precinct 293",54,19,3,28,0,1632200002293.0
"City of Detroit, Precinct 294",113,35,3,66,0,1632200002294.0
"City of Detroit, Precinct 295",163,67,5,90,1,1632200002295.0
"City of Detroit, Precinct 296",80,22,3,51,1,1632200002296.0
"City of Detroit, Precinct 297",92,24,3,61,0,1632200001297.0
"City of Detroit, Precinct 298",130,53,3,62,0,1632200001298.0
"City of Detroit, Precinct 299",112,39,8,59,0,1632200001299.0
"City of Detroit, Precinct 300",61,21,1,36,0,1632200001300.0
"City of Detroit, Precinct 301",33,9,1,18,0,1632200001301.0
"City of Detroit, Precinct 302",127,41,2,75,0,1632200001302.0
"City of Detroit, Precinct 304",47,11,2,28,0,1632200001304.0
"City of Detroit, Precinct 305",86,43,1,42,0,1632200001305.0
"City of Detroit, Precinct 306",112,37,6,58,0,1632200001306.0
"City of Detroit, Precinct 307",89,38,1,44,0,1632200001307.0
"City of Detroit, Precinct 308",260,142,7,107,0,1632200001308.0
"City of Detroit, Precinct 309",120,49,4,61,0,1632200001309.0
"City of Detroit, Precinct 310",133,51,1,72,0,1632200001310.0
"City of Detroit, Precinct 311",139,36,7,94,0,1632200001311.0
"City of Detroit, Precinct 312",146,44,3,91,0,1632200001312.0
"City of Detroit, Precinct 313",53,13,2,36,0,1632200002313.0
"City of Detroit, Precinct 315",109,33,5,63,0,1632200001315.0
"City of Detroit, Precinct 316",125,44,9,66,0,1632200001316.0
"City of Detroit, Precinct 317",84,37,1,45,0,1632200001317.0
"City of Detroit, Precinct 318",22,5,1,16,0,1632200002318.0
"City of Detroit, Precinct 319",60,11,3,44,0,1632200001319.0
"City of Detroit, Precinct 320",87,24,4,52,1,1632200001320.0
"City of Detroit, Precinct 321",65,20,2,38,1,1632200001321.0
"City of Detroit, Precinct 323",232,113,5,97,0,1632200001323.0
"City of Detroit, Precinct 324",195,78,10,98,0,1632200001324.0
"City of Detroit, Precinct 325",108,44,0,59,0,1632200001325.0
"City of Detroit, Precinct 326",264,94,9,146,1,1632200001326.0
"City of Detroit, Precinct 328",73,28,1,41,0,1632200001328.0
"City of Detroit, Precinct 329",41,13,1,22,0,1632200001329.0
"City of Detroit, Precinct 330",94,20,5,64,0,1632200007330.0
"City of Detroit, Precinct 331",115,38,9,65,0,1632200007331.0
"City of Detroit, Precinct 333",56,20,0,35,0,1632200007333.0
"City of Detroit, Precinct 334",43,15,0,26,0,1632200007334.0
"City of Detroit, Precinct 335",65,22,5,36,0,1632200007335.0
"City of Detroit, Precinct 336",141,43,5,82,0,1632200007336.0
"City of Detroit, Precinct 337",89,54,2,26,0,1632200007337.0
"City of Detroit, Precinct 338",123,66,2,41,1,1632200007338.0
"City of Detroit, Precinct 339",44,17,2,25,0,1632200007339.0
"City of Detroit, Precinct 340",31,11,1,17,0,1632200007340.0
"City of Detroit, Precinct 341",90,27,2,56,0,1632200007341.0
"City of Detroit, Precinct 342",103,43,1,49,0,1632200007342.0
"City of Detroit, Precinct 343",135,48,4,69,0,1632200007343.0
"City of Detroit, Precinct 344",96,28,2,60,1,1632200007344.0
"City of Detroit, Precinct 345",111,36,2,68,0,1632200007345.0
"City of Detroit, Precinct 346",88,20,9,54,0,1632200007346.0
"City of Detroit, Precinct 347",117,34,4,77,0,1632200007347.0
"City of Detroit, Precinct 348",72,20,1,51,0,1632200007348.0
"City of Detroit, Precinct 349",119,33,7,74,0,1632200007349.0
"City of Detroit, Precinct 350",30,15,0,11,0,1632200001350.0
"City of Detroit, Precinct 351",65,14,4,46,0,1632200001351.0
"City of Detroit, Precinct 352",94,38,1,51,0,1632200001352.0
"City of Detroit, Precinct 353",17,4,1,10,1,1632200007353.0
"City of Detroit, Precinct 355",109,70,1,31,0,1632200007355.0
"City of Detroit, Precinct 356",61,17,3,40,0,1632200007356.0
"City of Detroit, Precinct 357",94,30,2,57,0,1632200001357.0
"City of Detroit, Precinct 359",152,58,5,79,1,1632200001359.0
"City of Detroit, Precinct 360",2,0,0,2,0,1632200006360.0
"City of Detroit, Precinct 361",175,68,3,97,1,1632200001361.0
"City of Detroit, Precinct 362",28,17,0,11,0,1632200001362.0
"City of Detroit, Precinct 363",79,19,3,51,1,1632200007363.0
"City of Detroit, Precinct 364",63,15,1,44,0,1632200007364.0
"City of Detroit, Precinct 365",70,26,5,39,0,1632200007365.0
"City of Detroit, Precinct 368",79,22,5,48,0,1632200007368.0
"City of Detroit, Precinct 369",151,43,5,93,0,1632200007369.0
"City of Detroit, Precinct 370",48,14,5,25,1,1632200007370.0
"City of Detroit, Precinct 371",83,25,7,51,0,1632200007371.0
"City of Detroit, Precinct 373",58,10,1,41,0,1632200007373.0
"City of Detroit, Precinct 374",75,29,5,39,0,1632200007374.0
"City of Detroit, Precinct 375",105,55,0,39,0,1632200007375.0
"City of Detroit, Precinct 376",102,71,0,28,1,1632200007376.0
"City of Detroit, Precinct 377",103,51,2,41,0,1632200007377.0
"City of Detroit, Precinct 378",96,30,7,58,0,1632200001378.0
"City of Detroit, Precinct 379",148,57,2,85,0,1632200001379.0
"City of Detroit, Precinct 380",50,21,3,23,0,1632200007380.0
"City of Detroit, Precinct 381",110,46,5,53,0,1632200007381.0
"City of Detroit, Precinct 383",80,28,1,46,1,1632200002383.0
"City of Detroit, Precinct 384",120,38,3,69,0,1632200002384.0
"City of Detroit, Precinct 385",88,26,2,56,0,1632200002385.0
"City of Detroit, Precinct 386",140,61,3,72,0,1632200002386.0
"City of Detroit, Precinct 387",72,25,2,43,0,1632200002387.0
"City of Detroit, Precinct 389",66,28,2,33,1,1632200002389.0
"City of Detroit, Precinct 390",59,15,4,33,0,1632200002390.0
"City of Detroit, Precinct 391",0,0,0,0,0,1632200007391.0
"City of Detroit, Precinct 392",62,21,5,33,0,1632200007392.0
"City of Detroit, Precinct 393",43,12,0,26,0,1632200007393.0
