name,ballots,Shanelle Jackson,Byron H. Nolen,Rashida Tlaib,Write-in,id
"City of Detroit, Precinct 292",52,11,2,35,0,1632200002292
"City of Detroit, Precinct 293",21,7,0,11,0,1632200002293
"City of Detroit, Precinct 294",34,6,3,18,0,1632200002294
"City of Detroit, Precinct 295",58,14,2,33,0,1632200002295
"City of Detroit, Precinct 296",23,6,2,11,0,1632200002296
"City of Detroit, Precinct 297",42,12,3,23,0,1632200001297
"City of Detroit, Precinct 298",49,9,1,33,0,1632200001298
"City of Detroit, Precinct 299",48,12,2,25,0,1632200001299
"City of Detroit, Precinct 300",16,5,0,8,0,1632200001300
"City of Detroit, Precinct 301",15,1,0,8,0,1632200001301
"City of Detroit, Precinct 302",22,4,0,16,0,1632200001302
"City of Detroit, Precinct 304",6,0,1,5,0,1632200001304
"City of Detroit, Precinct 305",47,19,3,21,0,1632200001305
"City of Detroit, Precinct 306",28,8,0,18,0,1632200001306
"City of Detroit, Precinct 307",36,8,3,24,0,1632200001307
"City of Detroit, Precinct 308",83,22,7,49,0,1632200001308
"City of Detroit, Precinct 309",28,9,3,16,0,1632200001309
"City of Detroit, Precinct 310",42,14,3,20,0,1632200001310
"City of Detroit, Precinct 311",44,11,1,25,0,1632200001311
"City of Detroit, Precinct 312",47,14,2,24,0,1632200001312
"City of Detroit, Precinct 313",25,7,3,12,0,1632200002313
"City of Detroit, Precinct 315",38,7,2,24,0,1632200001315
"City of Detroit, Precinct 316",35,6,2,24,0,1632200001316
"City of Detroit, Precinct 317",16,3,0,8,1,1632200001317
"City of Detroit, Precinct 318",6,0,0,4,0,1632200002318
"City of Detroit, Precinct 319",28,8,0,15,0,1632200001319
"City of Detroit, Precinct 320",35,9,4,20,0,1632200001320
"City of Detroit, Precinct 321",18,5,2,10,0,1632200001321
"City of Detroit, Precinct 323",108,23,1,70,0,1632200001323
"City of Detroit, Precinct 324",88,21,4,57,0,1632200001324
"City of Detroit, Precinct 325",27,5,0,18,0,1632200001325
"City of Detroit, Precinct 326",124,26,4,81,0,1632200001326
"City of Detroit, Precinct 328",21,8,2,11,0,1632200001328
"City of Detroit, Precinct 329",26,5,0,20,0,1632200001329
"City of Detroit, Precinct 330",40,7,1,24,0,1632200007330
"City of Detroit, Precinct 331",35,5,1,26,0,1632200007331
"City of Detroit, Precinct 333",23,2,0,16,0,1632200007333
"City of Detroit, Precinct 334",11,1,0,6,0,1632200007334
"City of Detroit, Precinct 335",24,0,1,15,0,1632200007335
"City of Detroit, Precinct 336",39,7,0,25,0,1632200007336
"City of Detroit, Precinct 337",26,6,0,13,0,1632200007337
"City of Detroit, Precinct 338",26,1,0,22,0,1632200007338
"City of Detroit, Precinct 339",23,4,0,14,0,1632200007339
"City of Detroit, Precinct 340",16,5,0,9,0,1632200007340
"City of Detroit, Precinct 341",28,9,1,15,0,1632200007341
"City of Detroit, Precinct 342",56,6,2,35,0,1632200007342
"City of Detroit, Precinct 343",38,8,1,25,0,1632200007343
"City of Detroit, Precinct 344",32,8,2,17,0,1632200007344
"City of Detroit, Precinct 345",49,8,0,37,0,1632200007345
"City of Detroit, Precinct 346",29,7,1,20,0,1632200007346
"City of Detroit, Precinct 347",71,12,5,45,0,1632200007347
"City of Detroit, Precinct 348",27,5,0,19,0,1632200007348
"City of Detroit, Precinct 349",59,9,1,40,0,1632200007349
"City of Detroit, Precinct 350",12,2,0,7,0,1632200001350
"City of Detroit, Precinct 351",26,11,0,13,0,1632200001351
"City of Detroit, Precinct 352",59,13,3,34,0,1632200001352
"City of Detroit, Precinct 353",4,0,0,4,0,1632200007353
"City of Detroit, Precinct 355",33,1,1,25,0,1632200007355
"City of Detroit, Precinct 356",25,4,2,15,0,1632200007356
"City of Detroit, Precinct 357",39,4,3,30,0,1632200001357
"City of Detroit, Precinct 359",61,15,6,35,0,1632200001359
"City of Detroit, Precinct 361",90,30,2,49,0,1632200001361
"City of Detroit, Precinct 362",16,3,1,9,0,1632200001362
"City of Detroit, Precinct 363",24,7,0,14,0,1632200007363
"City of Detroit, Precinct 364",35,8,2,20,0,1632200007364
"City of Detroit, Precinct 365",34,3,0,25,0,1632200007365
"City of Detroit, Precinct 368",30,8,4,15,0,1632200007368
"City of Detroit, Precinct 369",64,20,3,34,0,1632200007369
"City of Detroit, Precinct 370",42,10,0,26,0,1632200007370
"City of Detroit, Precinct 371",20,2,0,14,1,1632200007371
"City of Detroit, Precinct 373",25,4,0,16,0,1632200007373
"City of Detroit, Precinct 374",11,3,0,7,0,1632200007374
"City of Detroit, Precinct 375",24,1,0,18,0,1632200007375
"City of Detroit, Precinct 376",14,3,0,11,0,1632200007376
"City of Detroit, Precinct 377",10,0,0,5,0,1632200007377
"City of Detroit, Precinct 378",25,3,3,17,0,1632200001378
"City of Detroit, Precinct 379",43,9,2,27,0,1632200001379
"City of Detroit, Precinct 380",31,6,2,20,0,1632200007380
"City of Detroit, Precinct 381",39,9,0,25,0,1632200007381
"City of Detroit, Precinct 383",26,10,0,12,0,1632200002383
"City of Detroit, Precinct 384",35,4,1,26,0,1632200002384
"City of Detroit, Precinct 385",32,7,3,19,0,1632200002385
"City of Detroit, Precinct 389",22,2,1,15,0,1632200002389
"City of Detroit, Precinct 391",0,0,0,0,0,1632200007391
"City of Detroit, Precinct 392",22,4,2,13,0,1632200007392
"City of Detroit, Precinct 393",22,4,0,9,0,1632200007393
"City of Detroit, Precinct 394",15,7,0,4,0,1632200007394
"City of Detroit, Precinct 395",24,3,0,20,0,1632200007395
"City of Detroit, Precinct 403",43,11,1,28,0,1632200002403
"City of Detroit, Precinct 404",15,5,0,8,0,1632200007404
"City of Detroit, Precinct 406",36,3,4,24,0,1632200007406
"City of Detroit, Precinct 407",5,0,2,3,0,1632200007407
"City of Detroit, Precinct 408",33,6,1,15,0,1632200007408
"City of Detroit, Precinct 410",75,18,5,45,0,1632200007410
"City of Detroit, Precinct 411",51,16,1,27,0,1632200007411
"City of Detroit, Precinct 413",57,9,2,43,0,1632200007413
"City of Detroit, Precinct 495",39,12,0,26,0,1632200001495
"City of Detroit, Precinct 501",37,13,2,18,0,1632200001501
"City of Garden City, Precinct 1",417,21,29,222,1,1633142000001
"City of Garden City, Precinct 2",321,20,21,165,2,1633142000002
"City of Garden City, Precinct 3",315,31,25,154,0,1633142000003
"City of Garden City, Precinct 4",134,4,6,87,0,1633142000004
"City of Garden City, Precinct 5",189,12,20,85,0,1633142000005
"City of Garden City, Precinct 6",331,28,28,147,0,1633142000006
"City of Garden City, Precinct 7",275,13,18,141,1,1633142000007
"City of Garden City, Precinct 8",434,35,32,213,0,1633142000008
"City of Garden City, Precinct 9",274,20,27,148,0,1633142000009
"City of Garden City, Precinct 10",276,10,21,153,0,1633142000010
"City of Inkster, District 1 Precinct 1",156,10,38,97,0,1634068001001
"City of Inkster, District 1 Precinct 2",97,10,25,49,0,1634068001002
"City of Inkster, District 2 Precinct 1",214,20,42,122,0,1634068002001
"City of Inkster, District 2 Precinct 2",241,32,41,140,0,1634068002002
"City of Inkster, District 3 Precinct 1",148,19,27,79,0,1634068003001
"City of Inkster, District 3 Precinct 2",182,13,38,112,0,1634068003002
"City of Inkster, District 4 Precinct 1",205,24,40,105,0,1634068004001
"City of Inkster, District 4 Precinct 2",166,7,32,98,0,1634068004002
"City of Inkster, District 5 Precinct 1",253,32,50,154,0,1634068005001
"City of Inkster, District 6 Precinct 1",168,22,36,95,0,1634068006001
"City of Inkster, District 6 Precinct 2",140,12,20,89,1,1634068006002
"City of Livonia, Precinct 1",667,53,58,362,0,1634900000001
"City of Livonia, Precinct 2",801,52,40,335,0,1634900000002
"City of Livonia, Precinct 3",1067,82,84,440,0,1634900000003
"City of Livonia, Precinct 4",891,41,61,348,0,1634900000004
"City of Livonia, Precinct 5",637,59,55,247,1,1634900000005
"City of Livonia, Precinct 6",883,50,76,354,0,1634900000006
"City of Livonia, Precinct 7",1138,56,129,466,0,1634900000007
"City of Livonia, Precinct 8",900,56,63,370,0,1634900000008
"City of Livonia, Precinct 9",931,66,74,393,1,1634900000009
"City of Livonia, Precinct 10",1096,43,95,531,0,1634900000010
"City of Livonia, Precinct 11",885,46,61,422,0,1634900000011
"City of Livonia, Precinct 12",973,56,90,443,1,1634900000012
"City of Livonia, Precinct 13",524,16,48,202,0,1634900000013
"City of Livonia, Precinct 14",898,59,60,440,0,1634900000014
"City of Livonia, Precinct 15",625,40,47,271,1,1634900000015
"City of Livonia, Precinct 16",782,24,80,395,0,1634900000016
"City of Livonia, Precinct 17",680,52,52,326,0,1634900000017
"City of Livonia, Precinct 18",806,54,46,459,0,1634900000018
"City of Livonia, Precinct 19",443,30,41,236,0,1634900000019
"City of Livonia, Precinct 20",309,23,34,148,0,1634900000020
"City of Livonia, Precinct 21",746,54,54,349,0,1634900000021
"City of Livonia, Precinct 22",324,21,34,194,0,1634900000022
"City of Livonia, Precinct 23",365,32,22,213,0,1634900000023
"City of Livonia, Precinct 24",631,38,47,320,1,1634900000024
"City of Livonia, Precinct 25",1017,52,104,439,0,1634900000025
"City of Livonia, Precinct 26",915,42,82,460,0,1634900000026
"Redford Township, Precinct 1",289,47,9,178,0,1636762500001
"Redford Township, Precinct 2",29,1,1,16,0,1636762500002
"Redford Township, Precinct 3",529,47,20,329,0,1636762500003
"Redford Township, Precinct 4",276,31,17,159,0,1636762500004
"Redford Township, Precinct 5",712,85,62,448,2,1636762500005
"Redford Township, Precinct 6",463,47,27,289,1,1636762500006
"Redford Township, Precinct 7",465,69,26,272,1,1636762500007
"Redford Township, Precinct 8",523,60,27,328,0,1636762500008
"Redford Township, Precinct 9",574,90,20,373,0,1636762500009
"Redford Township, Precinct 10",510,63,29,315,0,1636762500010
"Redford Township, Precinct 11",729,85,43,415,0,1636762500011
"Redford Township, Precinct 12",804,128,43,493,0,1636762500012
"City of Westland, Precinct 1",604,73,47,316,0,1638600000001
"City of Westland, Precinct 2",582,61,43,334,0,1638600000002
"City of Westland, Precinct 3",820,79,52,407,0,1638600000003
"City of Westland, Precinct 4",720,58,58,349,1,1638600000004
"City of Westland, Precinct 5",626,46,54,331,0,1638600000005
"City of Westland, Precinct 6",585,51,38,327,1,1638600000006
"City of Westland, Precinct 7",659,57,52,323,2,1638600000007
"City of Westland, Precinct 8",355,42,35,196,1,1638600000008
"City of Westland, Precinct 9",684,58,38,326,0,1638600000009
"City of Westland, Precinct 10",735,88,62,367,0,1638600000010
"City of Westland, Precinct 11",613,50,45,300,0,1638600000011
"City of Westland, Precinct 12",560,39,35,261,0,1638600000012
"City of Westland, Precinct 13",535,39,34,238,1,1638600000013
"City of Westland, Precinct 14",504,27,48,244,0,1638600000014
"City of Westland, Precinct 15",287,20,12,162,1,1638600000015
"City of Westland, Precinct 16",459,49,30,250,0,1638600000016
"City of Westland, Precinct 17",608,32,54,311,2,1638600000017
"City of Westland, Precinct 28",605,77,54,356,1,1638600000028
