name,ballots,James D. Hooper,Write-in,id
"City of Detroit, Precinct 385",32,1,0,1632200002385
"City of Detroit, Precinct 389",22,0,0,1632200002389
"City of Detroit, Precinct 391",0,0,0,1632200007391
"City of Detroit, Precinct 392",22,1,0,1632200007392
"City of Detroit, Precinct 393",22,0,0,1632200007393
"City of Detroit, Precinct 394",15,0,0,1632200007394
"City of Detroit, Precinct 395",24,0,0,1632200007395
"City of Detroit, Precinct 403",43,0,0,1632200002403
"City of Detroit, Precinct 404",15,0,0,1632200007404
"City of Detroit, Precinct 406",36,0,0,1632200007406
"City of Detroit, Precinct 407",5,0,0,1632200007407
"City of Detroit, Precinct 408",33,0,0,1632200007408
"City of Detroit, Precinct 410",75,0,0,1632200007410
"City of Detroit, Precinct 411",51,1,0,1632200007411
"City of Detroit, Precinct 413",57,1,0,1632200007413
"City of Detroit, Precinct 495",39,0,1,1632200001495
"City of Detroit, Precinct 501",37,0,0,1632200001501
"City of Garden City, Precinct 1",417,101,1,1633142000001
"City of Garden City, Precinct 2",321,82,0,1633142000002
"City of Garden City, Precinct 3",315,68,0,1633142000003
"City of Garden City, Precinct 4",134,33,0,1633142000004
"City of Garden City, Precinct 5",189,47,0,1633142000005
"City of Garden City, Precinct 6",331,90,0,1633142000006
"City of Garden City, Precinct 7",275,70,0,1633142000007
"City of Garden City, Precinct 8",434,108,0,1633142000008
"City of Garden City, Precinct 9",274,54,0,1633142000009
"City of Garden City, Precinct 10",276,60,0,1633142000010
"City of Inkster, District 1 Precinct 1",156,0,0,1634068001001
"City of Inkster, District 1 Precinct 2",97,0,0,1634068001002
"City of Inkster, District 2 Precinct 1",214,11,0,1634068002001
"City of Inkster, District 2 Precinct 2",241,5,0,1634068002002
"City of Inkster, District 3 Precinct 1",148,1,0,1634068003001
"City of Inkster, District 3 Precinct 2",182,3,0,1634068003002
"City of Inkster, District 4 Precinct 1",205,21,1,1634068004001
"City of Inkster, District 4 Precinct 2",166,11,0,1634068004002
"City of Inkster, District 5 Precinct 1",253,3,0,1634068005001
"City of Inkster, District 6 Precinct 1",168,5,0,1634068006001
"City of Inkster, District 6 Precinct 2",140,6,0,1634068006002
"City of Livonia, Precinct 1",667,132,0,1634900000001
"City of Livonia, Precinct 2",801,121,1,1634900000002
"City of Livonia, Precinct 3",1067,263,0,1634900000003
"City of Livonia, Precinct 4",891,319,0,1634900000004
"City of Livonia, Precinct 5",637,204,0,1634900000005
"City of Livonia, Precinct 6",883,281,0,1634900000006
"City of Livonia, Precinct 7",1138,355,0,1634900000007
"City of Livonia, Precinct 8",900,187,0,1634900000008
"City of Livonia, Precinct 9",931,173,0,1634900000009
"City of Livonia, Precinct 10",1096,306,2,1634900000010
"City of Livonia, Precinct 11",885,237,1,1634900000011
"City of Livonia, Precinct 12",973,261,1,1634900000012
"City of Livonia, Precinct 13",524,177,0,1634900000013
"City of Livonia, Precinct 14",898,239,1,1634900000014
"City of Livonia, Precinct 15",625,175,0,1634900000015
"City of Livonia, Precinct 16",782,210,0,1634900000016
"City of Livonia, Precinct 17",680,176,0,1634900000017
"City of Livonia, Precinct 18",806,159,0,1634900000018
"City of Livonia, Precinct 19",443,77,0,1634900000019
"City of Livonia, Precinct 20",309,65,0,1634900000020
"City of Livonia, Precinct 21",746,194,0,1634900000021
"City of Livonia, Precinct 22",324,48,0,1634900000022
"City of Livonia, Precinct 23",365,67,0,1634900000023
"City of Livonia, Precinct 24",631,142,0,1634900000024
"City of Livonia, Precinct 25",1017,281,1,1634900000025
"City of Livonia, Precinct 26",915,222,0,1634900000026
"Redford Township, Precinct 1",289,26,0,1636762500001
"Redford Township, Precinct 2",29,5,0,1636762500002
"Redford Township, Precinct 3",529,70,0,1636762500003
"Redford Township, Precinct 4",276,44,0,1636762500004
"Redford Township, Precinct 5",712,73,0,1636762500005
"Redford Township, Precinct 6",463,72,0,1636762500006
"Redford Township, Precinct 7",465,62,0,1636762500007
"Redford Township, Precinct 8",523,71,1,1636762500008
"Redford Township, Precinct 9",574,57,1,1636762500009
"Redford Township, Precinct 10",510,61,0,1636762500010
"Redford Township, Precinct 11",729,122,0,1636762500011
"Redford Township, Precinct 12",804,70,1,1636762500012
"City of Westland, Precinct 1",604,92,1,1638600000001
"City of Westland, Precinct 2",582,97,0,1638600000002
"City of Westland, Precinct 3",820,183,0,1638600000003
"City of Westland, Precinct 4",720,179,0,1638600000004
"City of Westland, Precinct 5",626,136,0,1638600000005
"City of Westland, Precinct 6",585,105,0,1638600000006
"City of Westland, Precinct 7",659,142,0,1638600000007
"City of Westland, Precinct 8",355,41,1,1638600000008
"City of Westland, Precinct 9",684,187,3,1638600000009
"City of Westland, Precinct 10",735,143,0,1638600000010
"City of Westland, Precinct 11",613,148,0,1638600000011
"City of Westland, Precinct 12",560,162,0,1638600000012
"City of Westland, Precinct 13",535,157,0,1638600000013
"City of Westland, Precinct 14",504,126,0,1638600000014
"City of Westland, Precinct 15",287,60,0,1638600000015
"City of Westland, Precinct 16",459,80,1,1638600000016
"City of Westland, Precinct 17",608,140,1,1638600000017
"City of Westland, Precinct 28",605,54,1,1638600000028
